SC_0.8_mean,SC_0.9_mean,SC_0.95_mean,SC_1_mean,SC_0.8_var,SC_0.9_var,SC_0.95_var,SC_1_var
18.5,25.8,29.4,34.0,223.38888888888889,259.06666666666666,247.82222222222222,264.0
12.0,17.0,19.7,25.4,50.22222222222222,44.44444444444444,43.12222222222222,51.82222222222222
19.3,28.5,31.7,37.3,239.7888888888889,625.6111111111111,663.5666666666666,609.1222222222223
15.9,20.9,25.2,30.9,58.10000000000001,72.32222222222222,108.84444444444443,146.9888888888889
15.8,24.1,26.8,32.1,72.17777777777776,52.3222222222222,59.066666666666656,63.87777777777779
12.7,20.7,22.6,27.5,46.9,125.78888888888888,133.15555555555557,160.49999999999997
13.2,20.1,23.5,28.1,77.73333333333335,106.54444444444444,120.05555555555556,110.98888888888888
15.5,21.1,24.3,30.2,75.38888888888887,86.98888888888888,72.0111111111111,71.73333333333333
21.7,27.6,30.7,36.0,117.5666666666667,126.4888888888889,120.23333333333335,126.66666666666667
9.7,18.3,21.4,28.0,38.233333333333334,61.78888888888889,79.6,80.66666666666667
13.4,18.6,22.8,29.7,58.266666666666666,105.59999999999998,163.95555555555555,172.01111111111115
10.7,15.0,18.7,24.7,24.677777777777774,30.666666666666668,25.788888888888888,25.566666666666666
10.9,20.0,24.8,29.8,84.54444444444444,140.44444444444446,135.73333333333332,141.06666666666663
11.2,22.3,24.7,31.9,18.84444444444445,113.34444444444442,122.0111111111111,103.8777777777778
18.1,25.4,27.7,36.7,172.9888888888889,234.26666666666662,249.3444444444445,318.9
10.5,15.2,17.3,22.7,58.94444444444444,73.5111111111111,73.34444444444445,67.12222222222222
18.7,26.8,28.9,35.5,87.78888888888888,100.4,109.43333333333334,95.38888888888891
10.2,16.0,20.4,25.2,21.955555555555552,13.777777777777779,24.71111111111111,25.73333333333333
11.5,18.9,21.9,26.8,14.722222222222221,79.21111111111111,106.54444444444445,104.39999999999999
14.4,20.6,23.9,30.0,94.71111111111111,90.93333333333334,103.43333333333337,123.77777777777777
12.6,20.4,22.5,29.8,73.37777777777778,73.59999999999998,71.38888888888889,87.51111111111112
9.6,15.8,18.3,23.3,28.266666666666666,38.17777777777778,34.011111111111106,20.233333333333345
13.0,19.8,22.5,30.9,148.66666666666666,160.1777777777778,164.5,226.32222222222222
15.2,22.0,25.5,30.1,103.28888888888888,135.77777777777777,143.83333333333334,126.54444444444445
9.5,14.9,18.2,24.1,93.83333333333333,78.54444444444442,79.95555555555555,106.54444444444444
16.5,21.2,25.2,29.8,122.72222222222223,130.84444444444443,141.28888888888892,118.17777777777779
11.5,17.0,20.7,26.0,46.05555555555556,42.22222222222222,61.78888888888889,66.44444444444444
11.5,17.8,21.8,25.8,83.61111111111111,87.73333333333333,80.17777777777778,117.2888888888889
13.5,22.9,26.1,34.4,216.72222222222223,258.76666666666665,266.76666666666665,276.4888888888889
14.7,19.5,22.2,28.0,88.9,82.94444444444444,79.95555555555556,97.33333333333333
9.2,17.2,20.2,25.8,51.511111111111106,97.73333333333333,107.06666666666666,87.28888888888888
10.4,16.9,20.5,25.4,35.82222222222222,55.65555555555556,50.27777777777778,74.48888888888888
15.1,21.3,24.5,29.0,177.2111111111111,179.7888888888889,165.38888888888889,175.55555555555554
12.6,18.9,22.1,28.8,103.82222222222222,111.2111111111111,105.87777777777778,89.28888888888892
9.8,16.9,20.4,26.9,43.06666666666667,43.87777777777778,68.93333333333332,68.54444444444445
12.6,20.8,24.5,32.3,201.8222222222222,316.6222222222222,332.05555555555554,367.56666666666666
10.3,18.4,22.1,27.9,52.233333333333334,115.37777777777777,109.21111111111111,98.1
14.5,20.7,24.6,29.2,118.49999999999997,147.7888888888889,204.04444444444445,177.0666666666667
15.6,20.6,24.9,31.6,123.82222222222224,126.26666666666668,181.6555555555556,130.04444444444445
11.8,18.3,20.4,27.6,66.62222222222223,78.01111111111112,78.04444444444445,57.155555555555566
18.7,24.9,28.0,32.9,254.67777777777778,283.65555555555557,289.11111111111114,365.2111111111111
20.1,24.9,29.9,35.1,185.4333333333333,139.6555555555556,158.10000000000002,173.43333333333334
14.4,20.4,23.3,28.0,121.15555555555557,126.04444444444442,133.34444444444443,115.33333333333333
15.6,23.0,26.8,32.0,81.15555555555555,90.66666666666669,83.95555555555556,91.33333333333333
10.6,16.4,19.1,25.4,51.155555555555566,84.26666666666668,82.32222222222221,85.60000000000001
16.9,22.8,25.9,31.6,126.98888888888885,120.17777777777779,134.10000000000002,132.26666666666662
12.4,17.9,22.0,27.7,51.6,58.54444444444445,66.0,66.23333333333332
10.4,16.2,20.9,26.0,44.48888888888889,34.62222222222222,28.988888888888894,28.22222222222222
12.5,17.2,19.5,25.7,70.27777777777777,74.4,79.16666666666669,84.67777777777778
8.8,15.2,17.6,23.8,28.17777777777778,46.84444444444445,56.93333333333333,97.73333333333332
14.4,21.4,24.2,31.8,88.04444444444444,111.6,107.28888888888889,125.28888888888888
18.7,22.9,24.8,29.7,168.89999999999998,177.8777777777778,173.06666666666672,212.45555555555558
11.8,20.4,24.7,29.2,20.844444444444445,36.488888888888894,39.56666666666666,44.400000000000006
19.5,27.5,30.6,36.6,256.27777777777777,259.3888888888889,301.15555555555545,438.7111111111111
6.1,16.9,20.2,26.4,4.544444444444444,52.988888888888894,42.17777777777778,67.37777777777778
17.2,24.5,26.8,31.7,518.8444444444443,574.7222222222222,551.7333333333332,512.2333333333332
13.7,19.9,22.8,27.0,120.90000000000002,128.76666666666665,116.17777777777776,160.88888888888889
11.0,16.5,19.3,24.2,67.55555555555554,64.72222222222221,61.788888888888906,107.06666666666666
16.7,23.1,27.1,32.2,88.67777777777776,139.6555555555556,148.54444444444445,174.84444444444443
18.5,25.2,29.4,35.1,343.38888888888886,347.9555555555556,316.48888888888894,301.4333333333333
16.3,23.6,27.3,31.8,108.45555555555556,66.71111111111111,56.45555555555555,57.28888888888888
14.5,20.1,23.0,31.2,68.05555555555557,85.43333333333334,92.88888888888889,121.28888888888888
12.3,19.0,20.9,26.2,57.78888888888889,66.8888888888889,63.43333333333333,65.06666666666666
15.6,20.9,23.3,30.6,150.26666666666665,140.9888888888889,146.9,150.7111111111111
16.9,21.5,25.1,31.8,180.76666666666668,187.38888888888886,174.10000000000002,173.73333333333343
13.9,18.2,21.5,26.6,36.98888888888889,36.62222222222222,33.83333333333333,42.48888888888889
10.7,17.7,20.7,24.3,50.9,32.233333333333334,30.67777777777778,40.23333333333333
17.9,22.9,24.8,31.4,162.76666666666668,147.65555555555557,169.73333333333335,225.60000000000002
9.6,17.7,21.1,25.3,56.93333333333333,101.1222222222222,102.54444444444444,123.78888888888888
8.5,16.3,18.1,24.1,23.166666666666668,57.78888888888889,52.54444444444445,100.32222222222222
6.4,14.2,17.4,23.7,46.93333333333334,58.844444444444434,45.60000000000001,54.23333333333332
20.9,25.6,30.9,34.5,211.21111111111108,270.26666666666665,248.09999999999997,254.5
12.5,20.1,21.6,26.7,66.72222222222223,84.98888888888888,89.82222222222224,118.89999999999996
11.3,18.4,20.9,26.3,127.34444444444443,144.93333333333334,171.43333333333334,162.6777777777778
9.3,16.1,19.0,25.8,32.01111111111111,40.099999999999994,49.55555555555556,51.955555555555556
11.6,16.4,19.8,25.8,50.48888888888889,66.93333333333334,63.733333333333334,79.06666666666666
12.6,17.2,20.7,26.8,42.71111111111111,58.17777777777779,52.011111111111106,75.28888888888889
20.7,26.7,29.9,37.1,209.3444444444445,202.9,224.10000000000002,311.65555555555557
15.0,20.9,24.9,31.6,26.66666666666667,55.21111111111112,74.98888888888891,68.93333333333335
17.8,22.8,26.2,32.6,162.8444444444444,133.2888888888889,165.73333333333332,208.04444444444445
15.1,19.2,23.0,27.5,91.21111111111111,90.84444444444445,81.11111111111111,74.5
11.1,18.4,21.0,27.1,8.98888888888889,28.488888888888887,29.555555555555557,31.65555555555555
11.8,18.8,22.3,28.9,28.177777777777774,52.84444444444445,83.34444444444445,127.87777777777777
11.8,16.1,20.0,24.5,36.4,49.43333333333334,28.444444444444457,36.27777777777778
19.2,25.0,28.4,34.9,164.39999999999998,170.22222222222223,154.7111111111111,150.76666666666668
13.2,22.1,25.2,30.8,69.06666666666666,81.43333333333332,90.4,92.84444444444443
10.7,17.4,20.1,28.3,36.011111111111106,46.93333333333334,47.21111111111111,44.233333333333334
12.8,18.6,21.9,29.2,141.5111111111111,186.48888888888894,227.65555555555557,258.84444444444443
13.4,21.2,25.8,30.9,62.266666666666666,165.0666666666667,187.73333333333332,172.76666666666665
16.9,23.7,26.4,31.6,266.76666666666665,324.9,306.93333333333334,268.9333333333334
12.5,20.0,23.7,28.2,94.5,126.44444444444444,123.34444444444446,157.73333333333335
15.0,22.0,26.1,30.8,45.1111111111111,81.11111111111111,83.87777777777778,69.73333333333333
15.7,23.1,25.5,29.8,78.67777777777778,129.8777777777778,116.05555555555556,162.1777777777778
15.8,20.4,24.1,29.4,130.62222222222223,137.8222222222222,152.32222222222222,103.6
12.7,22.2,25.4,31.2,99.12222222222222,165.0666666666667,160.26666666666665,208.84444444444443
19.2,25.1,27.8,33.7,435.06666666666666,545.2111111111111,554.4000000000001,581.7888888888889
10.1,18.4,21.9,25.7,20.1,84.04444444444445,116.54444444444442,138.45555555555555
11.0,17.9,21.9,26.5,130.44444444444446,134.54444444444442,128.54444444444445,141.83333333333334
15.0,20.9,25.4,31.8,305.1111111111111,303.43333333333334,300.4888888888888,302.6222222222222
12.2,18.5,22.5,28.5,35.28888888888889,22.05555555555556,38.94444444444444,58.27777777777778
12.2,18.5,21.8,26.6,70.84444444444445,90.05555555555554,82.39999999999999,76.48888888888888
11.5,16.6,19.1,25.8,65.83333333333333,108.71111111111111,117.21111111111112,118.39999999999999
8.6,16.1,19.2,23.5,18.266666666666666,22.099999999999998,26.62222222222222,32.5
14.8,20.7,23.6,28.2,207.5111111111111,250.23333333333332,242.0444444444444,244.17777777777778
17.0,23.1,26.4,30.5,72.44444444444446,76.1,93.15555555555555,101.16666666666667
18.4,23.9,27.2,34.2,110.26666666666667,112.76666666666665,115.95555555555555,118.17777777777776
18.2,27.1,30.1,35.4,241.9555555555555,316.5444444444444,299.21111111111105,346.7111111111111
15.3,22.8,24.8,31.8,59.78888888888889,63.288888888888906,60.17777777777778,89.95555555555556
15.1,21.4,24.0,30.3,198.54444444444445,227.1555555555556,220.44444444444446,252.89999999999998
15.7,21.8,24.3,29.2,217.5666666666667,212.17777777777775,222.23333333333335,280.62222222222215
8.8,16.5,19.2,24.3,29.06666666666667,145.83333333333334,139.2888888888889,164.01111111111106
18.3,22.6,25.2,30.2,88.01111111111112,89.15555555555555,90.62222222222222,100.39999999999999
13.6,18.3,20.9,26.6,103.15555555555555,112.0111111111111,107.87777777777778,114.26666666666665
10.0,15.9,20.0,26.1,29.333333333333332,24.322222222222223,20.222222222222225,66.54444444444444
23.2,30.4,33.4,39.5,239.2888888888889,283.82222222222225,317.6,369.6111111111111
13.4,19.1,21.8,28.4,43.37777777777778,41.43333333333333,64.84444444444445,44.93333333333332
10.7,18.5,22.1,27.0,43.78888888888888,55.388888888888886,70.32222222222222,86.66666666666667
12.2,18.2,21.5,27.5,83.73333333333333,78.84444444444443,87.83333333333331,76.05555555555557
19.0,26.3,29.7,35.7,166.44444444444446,235.56666666666666,233.1222222222222,200.0111111111111
13.2,18.7,21.4,27.0,62.844444444444434,96.23333333333332,104.26666666666668,110.00000000000001
15.9,20.9,23.3,29.0,235.6555555555555,245.43333333333334,210.0111111111111,267.1111111111111
17.3,22.5,25.7,31.9,117.56666666666666,120.94444444444441,98.67777777777778,123.65555555555557
15.2,20.7,23.3,28.3,100.40000000000002,117.34444444444443,120.45555555555555,131.1222222222222
12.3,19.3,24.8,30.7,59.566666666666684,64.45555555555558,90.84444444444443,93.1222222222222
7.7,13.4,16.3,23.4,24.45555555555556,42.044444444444444,35.34444444444445,35.37777777777777
11.7,18.3,21.1,25.9,72.89999999999999,105.12222222222222,98.9888888888889,116.10000000000001
11.1,15.5,19.3,25.0,148.76666666666665,191.83333333333337,208.89999999999998,228.44444444444446
13.7,21.9,26.6,31.5,46.67777777777778,75.65555555555555,85.15555555555554,100.94444444444446
20.0,24.3,27.7,32.6,103.11111111111111,85.56666666666666,84.67777777777778,84.26666666666668
12.3,19.1,21.1,28.4,106.67777777777778,82.54444444444445,98.10000000000001,163.3777777777778
16.8,22.4,25.7,31.8,247.2888888888889,224.26666666666668,221.5666666666667,237.5111111111111
11.6,19.8,23.4,29.1,75.37777777777778,57.733333333333334,56.933333333333344,73.21111111111111
14.1,19.4,22.6,28.4,180.3222222222222,175.37777777777777,202.4888888888889,211.82222222222222
12.6,18.2,20.8,28.1,76.48888888888888,79.28888888888888,79.51111111111112,93.65555555555552
12.9,20.1,25.0,29.6,53.43333333333333,92.1,106.66666666666667,109.37777777777781
7.4,13.4,17.3,24.7,20.711111111111105,59.82222222222222,58.01111111111111,63.34444444444445
16.9,21.2,25.7,31.7,165.43333333333334,164.84444444444446,118.45555555555558,138.89999999999998
16.7,22.6,25.4,31.1,107.56666666666666,131.3777777777778,150.71111111111108,153.65555555555557
16.3,21.8,24.0,30.1,78.23333333333333,71.06666666666666,73.77777777777777,83.21111111111112
8.7,19.4,21.6,26.4,17.344444444444445,76.48888888888888,80.26666666666667,80.93333333333334
14.1,19.8,22.4,29.2,181.2111111111111,236.17777777777778,239.82222222222222,326.17777777777775
16.0,23.0,24.6,30.8,67.77777777777777,86.0,96.48888888888888,76.17777777777778
12.1,20.6,23.3,29.7,27.43333333333333,49.822222222222216,41.56666666666667,74.9
16.8,23.2,26.4,31.7,87.06666666666666,108.84444444444446,113.37777777777778,117.56666666666666
15.2,21.2,24.9,31.5,36.62222222222223,32.84444444444444,45.21111111111112,64.05555555555556
15.9,22.9,26.0,32.6,137.65555555555557,134.54444444444445,129.11111111111111,114.04444444444445
12.7,19.0,21.5,26.3,31.122222222222224,28.888888888888882,34.05555555555556,25.34444444444445
21.5,26.6,31.0,37.0,309.83333333333326,332.7111111111111,349.1111111111111,348.8888888888889
15.0,23.4,26.2,33.2,178.0,179.15555555555554,189.95555555555558,192.84444444444443
11.2,17.5,21.3,26.8,43.511111111111106,38.5,34.9,45.28888888888889
11.8,17.5,19.9,24.6,73.06666666666668,93.61111111111111,89.65555555555555,96.26666666666667
15.3,19.9,25.0,30.2,79.12222222222222,73.65555555555555,87.33333333333333,93.73333333333333
11.5,17.5,20.0,27.0,50.277777777777764,69.83333333333333,74.44444444444444,120.22222222222223
17.1,23.8,27.4,31.2,120.9888888888889,120.40000000000002,120.26666666666668,119.95555555555552
13.7,18.1,21.5,27.9,118.67777777777776,144.76666666666668,140.7222222222222,151.65555555555554
9.4,16.4,20.2,25.2,83.6,62.93333333333333,63.955555555555556,83.06666666666666
16.3,24.7,28.4,33.4,237.3444444444445,266.4555555555555,282.0444444444445,308.4888888888889
18.3,26.3,29.3,34.0,160.01111111111112,164.01111111111112,149.12222222222226,132.44444444444443
10.9,16.1,18.7,24.0,47.65555555555555,54.32222222222222,63.56666666666667,69.77777777777777
16.0,21.2,25.0,28.9,95.55555555555556,118.6222222222222,112.8888888888889,123.65555555555557
11.8,17.5,20.1,25.2,67.51111111111112,99.83333333333331,84.76666666666667,89.28888888888889
10.9,17.9,20.1,27.5,84.54444444444442,67.21111111111111,57.21111111111111,96.50000000000003
9.6,16.0,18.4,24.0,23.37777777777778,37.333333333333336,25.60000000000001,21.11111111111111
15.3,19.8,24.1,28.4,97.1222222222222,136.84444444444443,129.4333333333333,147.15555555555554
11.0,19.0,22.0,27.7,76.22222222222223,63.111111111111114,47.99999999999999,69.78888888888889
18.0,24.8,27.9,33.0,221.11111111111111,224.1777777777778,224.76666666666668,242.44444444444446
13.2,18.8,22.2,28.2,47.73333333333334,55.95555555555556,74.84444444444446,79.95555555555558
22.2,27.1,30.1,36.2,438.1777777777778,478.7666666666667,466.09999999999997,477.9555555555555
15.4,21.4,24.7,31.9,101.15555555555555,135.15555555555554,164.23333333333335,163.2111111111111
8.1,13.9,17.2,24.6,30.322222222222226,47.43333333333332,41.06666666666666,35.599999999999994
12.0,19.4,23.3,29.4,29.77777777777778,44.04444444444444,45.7888888888889,79.82222222222222
17.4,22.5,25.8,33.4,168.26666666666668,155.38888888888889,169.95555555555555,182.26666666666668
14.5,25.6,28.4,34.1,51.388888888888886,414.4888888888889,415.6,461.87777777777785
12.4,19.4,22.4,30.1,83.6,90.71111111111112,78.26666666666665,74.32222222222224
11.5,20.6,23.6,28.1,59.611111111111114,112.04444444444444,120.4888888888889,147.43333333333334
17.7,25.6,29.9,34.8,350.8999999999999,473.6000000000001,501.21111111111117,478.3999999999999
11.7,15.5,19.4,26.1,42.01111111111111,39.388888888888886,42.26666666666667,88.10000000000001
11.9,17.6,20.2,25.3,71.87777777777778,100.93333333333334,110.84444444444445,80.23333333333333
14.5,19.1,22.1,27.2,65.38888888888889,73.65555555555555,56.09999999999999,41.955555555555556
12.5,18.6,21.3,27.1,181.83333333333334,170.93333333333337,169.34444444444446,165.2111111111111
14.3,19.7,23.5,28.1,210.0111111111111,192.0111111111111,188.5,208.10000000000002
13.7,20.4,23.2,29.2,45.344444444444434,60.93333333333333,53.955555555555556,93.95555555555558
13.3,18.2,21.2,27.5,80.9,66.6222222222222,67.06666666666666,100.5
12.3,17.0,21.5,27.3,43.78888888888889,46.444444444444436,60.05555555555556,61.344444444444434
13.2,19.4,21.5,28.4,47.06666666666668,56.26666666666668,48.94444444444444,92.48888888888888
21.9,27.6,30.9,35.7,290.76666666666665,257.59999999999997,235.87777777777774,287.34444444444443
15.2,23.1,27.1,32.7,88.62222222222223,116.54444444444445,127.43333333333334,117.12222222222223
10.4,17.1,19.9,25.5,32.71111111111111,28.1,32.1,18.277777777777775
12.3,19.5,22.8,28.7,48.01111111111111,76.72222222222223,66.4,92.01111111111112
11.5,19.1,21.9,28.2,26.055555555555554,63.87777777777777,54.544444444444444,65.73333333333332
12.4,16.9,20.9,27.1,56.93333333333333,82.76666666666667,72.1,64.32222222222222
14.1,19.9,22.3,27.8,90.10000000000001,134.1,104.01111111111112,115.28888888888888
14.5,20.4,24.4,29.7,93.83333333333331,99.37777777777778,63.15555555555555,63.34444444444445
12.7,19.1,21.8,27.0,110.01111111111109,96.76666666666667,81.73333333333335,131.33333333333334
15.8,19.9,23.2,29.4,130.17777777777778,131.87777777777782,132.6222222222222,110.04444444444444
13.5,21.9,25.8,31.8,107.38888888888889,89.65555555555555,89.5111111111111,86.39999999999999
14.4,22.3,28.4,34.8,123.37777777777781,167.12222222222218,196.26666666666677,248.3999999999999
15.0,23.0,26.2,32.4,115.33333333333333,180.44444444444446,161.2888888888889,142.26666666666668
13.1,19.6,21.8,27.6,39.211111111111116,34.266666666666666,37.06666666666665,61.37777777777777
15.8,20.4,24.2,30.9,132.1777777777778,149.6,181.5111111111111,148.54444444444445
22.2,27.8,31.3,38.2,558.8444444444444,563.5111111111113,542.6777777777777,542.6222222222223
8.4,16.4,19.4,25.2,9.600000000000001,32.933333333333344,45.82222222222222,65.5111111111111
12.6,18.7,22.0,28.0,83.82222222222222,80.67777777777778,111.11111111111111,115.11111111111114
13.4,24.9,29.5,36.5,76.26666666666667,220.54444444444445,185.1666666666667,202.05555555555551
13.0,18.3,21.8,27.6,77.77777777777777,85.78888888888889,87.73333333333333,72.04444444444444
11.0,16.6,19.7,24.4,50.44444444444445,38.48888888888889,38.23333333333333,37.82222222222222
19.4,25.3,28.5,32.9,188.4888888888889,187.7888888888889,165.83333333333334,207.65555555555557
9.6,14.3,18.5,24.9,39.60000000000001,50.67777777777777,84.72222222222223,71.65555555555555
12.9,18.2,20.8,26.9,47.87777777777778,54.400000000000006,61.06666666666667,83.21111111111112
13.5,19.5,21.8,27.5,68.05555555555556,82.94444444444444,82.84444444444443,124.2777777777778
11.3,21.9,25.6,31.7,42.23333333333332,111.8777777777778,109.6,115.34444444444443
10.0,16.6,19.7,24.4,43.77777777777778,56.93333333333333,61.78888888888889,76.48888888888888
12.1,18.7,21.8,29.1,27.87777777777778,19.566666666666663,16.622222222222224,34.766666666666666
16.2,24.4,29.6,35.0,155.5111111111111,113.6,141.82222222222222,167.55555555555554
20.7,25.8,29.7,34.9,176.45555555555558,216.39999999999998,246.23333333333332,239.87777777777774
11.7,16.4,20.4,25.9,58.67777777777778,102.26666666666667,105.15555555555554,102.32222222222222
8.8,14.9,17.6,24.1,17.955555555555552,13.877777777777776,19.82222222222221,37.65555555555555
13.6,22.5,24.5,32.4,56.26666666666667,54.72222222222222,50.05555555555554,49.37777777777778
19.1,26.0,29.4,37.3,78.1,109.11111111111111,121.60000000000001,131.12222222222223
13.2,18.5,20.4,27.3,189.2888888888889,252.05555555555554,228.48888888888885,283.1222222222222
21.3,26.1,28.4,36.3,159.1222222222222,168.76666666666662,172.04444444444445,187.56666666666666
10.3,21.4,24.1,31.5,67.34444444444445,189.6,176.9888888888889,166.94444444444446
18.2,26.0,28.5,32.9,203.73333333333338,221.11111111111111,224.72222222222223,266.9888888888889
14.6,21.6,24.9,29.4,101.6,98.48888888888888,105.21111111111111,113.37777777777778
11.6,17.5,20.3,25.1,42.488888888888894,52.72222222222222,56.45555555555555,74.32222222222224
13.4,18.4,21.6,27.7,199.15555555555554,190.26666666666665,154.9333333333333,181.12222222222223
9.8,17.7,21.3,26.7,36.84444444444444,52.900000000000006,67.78888888888889,82.23333333333333
9.2,15.0,18.1,23.9,11.733333333333334,31.333333333333332,29.43333333333333,35.65555555555555
15.5,24.2,27.2,34.5,200.5,343.9555555555555,305.06666666666666,351.1666666666667
10.5,14.8,18.2,23.6,41.833333333333336,40.62222222222223,47.955555555555556,61.15555555555555
19.1,26.7,30.1,36.2,332.9888888888888,386.9,382.1,312.62222222222215
14.4,19.4,22.7,28.3,85.82222222222222,83.82222222222224,120.45555555555555,136.89999999999998
12.7,21.5,25.3,30.7,52.01111111111112,91.61111111111111,85.34444444444445,70.01111111111112
15.4,22.7,25.7,30.3,53.37777777777777,68.45555555555558,72.67777777777778,60.677777777777806
14.9,20.0,22.2,28.3,76.54444444444444,85.11111111111111,96.17777777777778,152.4555555555556
13.9,21.4,24.3,29.3,64.1,78.7111111111111,61.34444444444445,59.788888888888906
18.7,24.4,28.3,34.6,313.1222222222222,325.1555555555555,367.1222222222222,307.3777777777778
18.9,24.4,27.4,32.8,184.98888888888894,185.15555555555557,190.7111111111111,132.62222222222223
9.7,16.4,19.8,25.0,45.78888888888889,42.93333333333333,60.84444444444445,102.44444444444447
18.8,26.8,29.3,34.2,189.5111111111111,168.62222222222223,149.7888888888889,119.73333333333335
8.2,17.3,19.7,25.9,22.177777777777774,8.899999999999999,6.900000000000001,25.21111111111111
15.6,21.3,24.2,30.8,96.04444444444444,121.34444444444443,113.06666666666666,75.73333333333333
12.9,18.6,21.9,27.2,49.87777777777777,55.82222222222222,60.544444444444444,47.06666666666668
16.3,23.3,26.6,32.6,229.3444444444445,265.34444444444443,258.26666666666665,226.04444444444445
12.5,17.9,21.5,27.9,29.38888888888889,33.65555555555555,49.611111111111114,66.32222222222224
11.2,16.4,18.4,23.4,50.17777777777778,58.71111111111112,67.6,64.93333333333332
15.3,21.3,25.1,30.3,69.12222222222222,118.23333333333332,125.21111111111112,95.12222222222222
11.7,21.0,23.5,29.0,47.78888888888889,76.44444444444446,84.05555555555556,93.77777777777776
17.8,22.6,26.2,31.6,167.2888888888889,190.26666666666665,179.73333333333332,159.60000000000002
12.7,19.0,22.3,29.7,108.01111111111112,85.55555555555556,94.45555555555556,102.45555555555555
17.6,23.3,24.6,30.5,379.82222222222225,413.56666666666666,396.26666666666665,378.05555555555554
10.5,16.1,18.9,23.3,22.277777777777775,25.211111111111112,25.655555555555555,28.900000000000002
12.2,18.5,21.4,26.8,88.62222222222223,98.9444444444444,118.71111111111112,113.28888888888889
14.0,20.2,23.1,28.8,83.55555555555553,75.73333333333335,75.43333333333334,87.51111111111112
19.0,25.4,28.0,33.8,289.1111111111111,378.0444444444445,391.1111111111111,451.06666666666666
10.3,16.5,19.9,25.9,103.34444444444446,98.94444444444443,104.9888888888889,129.65555555555557
11.9,17.8,20.8,25.1,120.10000000000001,129.73333333333332,148.8444444444444,152.1
12.3,17.3,20.5,26.3,56.900000000000006,64.0111111111111,65.61111111111111,65.34444444444446
12.7,19.0,22.1,27.8,69.56666666666666,90.44444444444444,113.43333333333335,96.17777777777776
13.8,19.3,23.0,29.6,67.06666666666666,79.12222222222223,75.77777777777777,104.9333333333333
13.5,20.9,24.1,28.6,188.7222222222222,159.2111111111111,169.65555555555554,171.8222222222222
14.1,19.7,22.2,27.1,56.98888888888889,66.23333333333332,59.955555555555556,68.09999999999998
8.7,16.8,19.7,24.6,20.233333333333334,11.511111111111118,20.677777777777784,28.044444444444437
13.2,19.2,21.8,29.9,31.06666666666667,79.73333333333333,71.73333333333333,73.87777777777778
15.9,22.1,25.2,29.8,628.9888888888888,642.5444444444445,691.9555555555556,652.8444444444444
10.6,17.2,20.5,26.7,57.82222222222222,71.06666666666666,79.16666666666667,96.0111111111111
19.6,25.4,28.4,33.4,172.71111111111114,184.9333333333333,203.3777777777778,250.7111111111111
11.6,15.1,18.3,24.9,30.711111111111116,30.54444444444444,36.23333333333334,23.211111111111112
13.6,21.1,25.5,31.6,159.15555555555557,122.10000000000001,123.61111111111111,147.3777777777778
12.3,18.8,22.1,28.5,32.900000000000006,26.400000000000006,23.43333333333333,32.277777777777786
11.6,16.2,20.2,25.3,124.26666666666665,117.28888888888888,84.39999999999999,88.23333333333332
10.3,17.6,20.3,25.5,78.23333333333333,56.044444444444444,46.233333333333334,103.83333333333333
15.6,21.2,25.9,31.1,116.26666666666665,135.06666666666666,109.21111111111111,123.87777777777777
8.8,14.8,18.1,22.3,48.17777777777778,103.73333333333333,97.21111111111111,94.23333333333333
12.8,16.8,18.8,25.1,42.400000000000006,41.28888888888889,41.511111111111106,69.87777777777775
14.1,19.4,22.8,29.0,165.43333333333334,211.82222222222222,251.28888888888892,250.66666666666666
11.0,18.1,19.6,26.1,31.11111111111111,37.43333333333334,36.93333333333334,51.65555555555558
15.0,22.0,25.0,32.3,113.55555555555554,96.88888888888889,114.44444444444444,139.1222222222222
17.3,23.5,25.9,33.0,149.56666666666666,157.61111111111111,147.43333333333334,197.77777777777777
12.4,18.3,20.1,25.6,51.6,77.78888888888886,79.43333333333334,101.82222222222221
11.6,18.4,20.9,30.3,30.711111111111116,74.26666666666667,93.43333333333334,113.56666666666666
13.5,19.4,23.7,30.3,98.27777777777777,117.15555555555557,156.45555555555555,190.6777777777778
15.7,20.4,23.3,29.7,144.4555555555556,208.9333333333333,195.1222222222222,200.23333333333335
12.4,19.5,22.2,27.3,24.044444444444448,47.166666666666664,39.733333333333334,40.01111111111111
16.8,23.2,27.0,32.7,98.6222222222222,113.28888888888889,140.0,114.89999999999999
13.9,19.4,22.2,28.3,76.98888888888888,67.37777777777778,62.17777777777777,81.56666666666666
12.3,18.2,21.3,25.7,46.011111111111106,43.28888888888889,57.12222222222223,51.34444444444445
11.7,19.5,22.2,27.0,48.011111111111106,79.61111111111111,82.17777777777779,66.88888888888889
11.8,17.0,20.2,25.5,77.51111111111112,56.66666666666666,57.28888888888889,70.5
16.7,23.6,28.0,32.4,341.56666666666666,303.82222222222225,326.2222222222223,321.8222222222222
11.5,19.6,22.9,28.4,15.166666666666666,96.26666666666665,104.76666666666667,152.7111111111111
15.6,20.3,23.2,28.4,226.7111111111111,236.45555555555555,255.9555555555556,263.6
15.8,23.5,26.1,30.8,102.84444444444445,95.38888888888889,113.65555555555555,131.06666666666666
12.1,18.7,19.9,25.0,49.43333333333331,50.900000000000006,59.21111111111112,75.77777777777777
13.3,18.2,21.4,26.8,49.788888888888884,35.733333333333334,59.37777777777779,45.95555555555555
