SC_0.8_mean,SC_0.9_mean,SC_0.95_mean,SC_1_mean,SC_0.8_var,SC_0.9_var,SC_0.95_var,SC_1_var
11.5,17.8,20.2,25.8,33.388888888888886,34.84444444444445,30.844444444444434,31.95555555555556
13.6,19.8,23.0,28.6,26.71111111111111,71.95555555555556,88.66666666666666,80.93333333333334
13.7,18.1,21.3,26.8,120.89999999999999,140.3222222222222,140.9,178.6222222222222
14.6,22.5,26.3,31.5,84.26666666666667,95.83333333333333,107.7888888888889,134.7222222222222
14.3,19.7,22.5,29.0,201.7888888888889,198.01111111111112,191.16666666666666,219.1111111111111
12.7,18.2,20.5,27.1,89.56666666666666,144.62222222222223,144.05555555555554,146.32222222222222
9.3,14.0,15.9,23.1,59.34444444444445,66.22222222222223,68.76666666666665,90.10000000000001
10.6,18.9,22.0,27.9,72.48888888888888,97.8777777777778,80.88888888888889,86.09999999999998
18.2,24.2,26.6,31.5,149.51111111111106,190.84444444444446,173.6,203.16666666666666
14.2,19.4,24.1,31.9,85.73333333333335,89.37777777777777,113.65555555555555,97.65555555555557
17.0,22.5,27.2,33.8,153.11111111111111,136.05555555555554,113.95555555555555,123.73333333333332
10.6,16.4,18.8,24.9,24.93333333333333,35.82222222222222,38.400000000000006,56.54444444444445
16.6,21.2,24.7,30.8,114.71111111111112,147.95555555555555,170.23333333333332,156.4
12.9,19.7,24.2,30.3,50.76666666666667,49.34444444444445,45.28888888888889,47.122222222222234
19.1,24.8,27.9,32.5,90.1,141.06666666666666,140.3222222222222,152.5
19.4,24.7,27.5,31.9,236.48888888888885,236.45555555555555,224.94444444444446,206.98888888888888
15.9,23.3,27.1,32.1,68.10000000000001,126.89999999999999,152.1,144.76666666666665
13.3,18.7,21.9,27.4,67.1222222222222,56.01111111111113,52.9888888888889,89.15555555555554
9.1,15.2,18.3,22.9,68.32222222222222,65.95555555555556,69.12222222222222,67.65555555555555
14.7,21.6,24.7,30.6,85.7888888888889,84.71111111111112,70.45555555555556,75.15555555555555
12.2,20.1,21.4,30.4,71.51111111111112,58.98888888888889,59.82222222222222,65.59999999999998
13.1,22.0,24.4,30.3,56.98888888888889,55.77777777777778,65.82222222222222,74.67777777777779
6.6,13.7,16.9,24.0,23.377777777777776,35.56666666666667,28.099999999999998,71.1111111111111
14.0,20.0,23.3,28.7,78.66666666666667,89.99999999999999,140.23333333333335,125.3444444444444
12.4,19.5,22.7,29.5,23.37777777777778,37.3888888888889,32.23333333333333,34.05555555555556
13.2,19.5,21.8,26.2,38.400000000000006,22.27777777777778,24.399999999999995,22.177777777777777
13.7,19.7,24.2,29.8,65.56666666666668,61.12222222222221,68.6222222222222,85.73333333333332
13.4,18.9,22.0,26.8,45.15555555555555,55.21111111111111,64.44444444444444,97.2888888888889
14.8,22.2,25.9,31.1,54.84444444444445,43.955555555555556,56.099999999999994,45.43333333333334
11.6,17.9,21.8,26.8,67.82222222222222,57.87777777777777,77.51111111111112,75.5111111111111
14.5,21.7,24.5,30.0,106.27777777777777,152.45555555555558,194.94444444444446,202.8888888888889
13.4,21.5,23.9,26.6,146.7111111111111,142.72222222222226,139.87777777777782,144.7111111111111
15.8,23.5,27.0,34.4,44.62222222222223,43.83333333333334,30.666666666666668,42.044444444444444
13.7,19.4,22.4,28.0,98.89999999999999,106.93333333333334,132.04444444444442,100.66666666666667
16.5,22.1,25.7,30.7,205.61111111111114,205.43333333333334,216.23333333333332,233.34444444444438
12.2,19.7,22.6,26.6,75.51111111111112,59.12222222222223,56.26666666666667,42.488888888888894
9.6,15.9,18.8,25.0,63.82222222222222,67.65555555555555,72.39999999999999,95.77777777777777
15.4,20.0,23.4,28.9,68.48888888888888,86.44444444444446,90.04444444444444,89.65555555555555
10.8,18.7,21.9,26.2,59.28888888888889,70.23333333333333,75.21111111111111,66.39999999999999
12.6,17.4,20.7,25.8,107.6,118.93333333333334,93.34444444444445,104.62222222222222
14.4,18.5,20.9,27.3,108.93333333333334,141.61111111111111,143.43333333333334,142.89999999999998
16.8,29.3,32.6,39.6,198.17777777777775,374.8999999999999,372.93333333333334,383.82222222222214
11.0,15.5,19.5,23.8,61.111111111111114,66.50000000000001,60.72222222222222,61.95555555555557
11.6,17.9,22.3,28.7,25.155555555555555,15.655555555555553,30.011111111111113,29.566666666666663
14.0,19.7,22.0,28.0,148.66666666666666,168.67777777777778,158.2222222222222,129.33333333333331
11.3,16.4,19.9,26.6,62.67777777777778,56.48888888888889,80.76666666666667,94.04444444444444
12.7,18.9,21.4,26.1,43.78888888888889,54.32222222222222,57.37777777777779,70.76666666666668
7.5,14.7,18.8,26.1,15.61111111111111,31.122222222222224,57.955555555555556,76.32222222222222
23.2,28.6,31.9,38.4,239.95555555555555,274.26666666666665,313.8777777777778,301.3777777777778
12.7,18.6,23.1,28.9,165.56666666666666,174.26666666666668,139.4333333333333,152.10000000000002
14.1,21.3,23.8,29.7,113.65555555555557,92.23333333333335,128.84444444444443,219.34444444444443
16.8,24.7,27.1,30.5,145.5111111111111,326.6777777777778,362.76666666666665,320.5
17.5,27.0,31.4,38.7,58.94444444444444,160.0,166.9333333333333,157.56666666666666
16.6,21.9,24.6,30.1,121.82222222222221,156.10000000000002,129.60000000000002,139.2111111111111
13.1,17.5,20.7,24.8,229.8777777777778,223.83333333333334,223.34444444444443,287.51111111111106
