,NG sim,subject,SC_0.8,SC_0.9,SC_0.95,SC_0.98,SC_0.99,SC_1
3075,75,2221,91,213,238,748,748,748
3076,76,2221,3399,4532,4546,4838,4838,4838
3077,77,2221,55,214,344,402,402,402
3078,78,2221,186,250,287,547,547,547
3079,79,2221,1390,2175,4366,4438,4438,4438
3080,80,2221,48,70,106,380,380,380
3081,81,2221,3806,3926,4275,4383,4383,4383
3082,82,2221,328,3113,3370,3546,3546,3546
3083,83,2221,279,337,2877,2965,2965,2965
3084,84,2221,102,202,257,992,992,992
3085,85,2221,108,151,387,448,448,448
3086,86,2221,88,219,250,597,597,597
3087,87,2221,63,124,211,387,387,387
3088,88,2221,325,399,430,519,519,519
3089,89,2221,375,412,453,595,595,595
3090,90,2221,95,212,553,624,624,624
3091,91,2221,699,2121,2227,2283,2283,2283
3092,92,2221,105,272,316,345,345,345
3093,93,2221,72,128,295,658,658,658
3094,94,2221,162,4136,4203,4249,4249,4249
3095,95,2221,58,81,136,177,177,177
3096,96,2221,62,668,758,929,929,929
3097,97,2221,88,229,311,463,463,463
3098,98,2221,405,492,584,1251,1251,1251
3099,99,2221,1198,1366,1394,1437,1437,1437
3100,0,2224,3230,7433,7544,7743,7743,7743
3101,1,2224,145,31247,31256,31524,31524,31524
3102,2,2224,59,92,285,543,543,543
3103,3,2224,66,158,526,597,597,597
3104,4,2224,95,1086,1103,1419,1419,1419
3105,5,2224,265,500,545,612,612,612
3106,6,2224,223,282,346,789,789,789
3107,7,2224,113,2032,2147,2391,2391,2391
3108,8,2224,130,159,173,231,231,231
3109,9,2224,887,945,10306,10494,10494,10494
3110,10,2224,454,3560,3609,3762,3762,3762
3111,11,2224,128,197,333,404,404,404
3112,12,2224,200,345,519,807,807,807
3113,13,2224,174,3353,3379,3757,3757,3757
3114,14,2224,64,129,184,958,958,958
3115,15,2224,361,2651,2938,2997,2997,2997
3116,16,2224,136,415,808,860,860,860
3117,17,2224,145,1179,1340,1535,1535,1535
3118,18,2224,3805,5062,5160,5649,5649,5649
3119,19,2224,112,24585,24698,24800,24800,24800
3120,20,2224,406,559,848,1144,1144,1144
3121,21,2224,108,7962,10534,10743,10743,10743
3122,22,2224,190,2487,2576,2916,2916,2916
3123,23,2224,115,145,157,243,243,243
3124,24,2224,174,233,258,505,505,505
3125,25,2224,73,89,110,121,121,121
3126,26,2224,255,390,476,490,490,490
3127,27,2224,125,193,581,1376,1376,1376
3128,28,2224,213,556,716,1162,1162,1162
3129,29,2224,177,263,273,493,493,493
3130,30,2224,243,373,432,1158,1158,1158
3131,31,2224,151,213,598,1098,1098,1098
3132,32,2224,179,396,578,829,829,829
3133,33,2224,132,170,4227,4619,4619,4619
3134,34,2224,148,191,314,600,600,600
3135,35,2224,131,18732,18747,19120,19120,19120
3136,36,2224,233,673,737,840,840,840
3137,37,2224,460,1333,1356,1495,1495,1495
3138,38,2224,286,335,375,562,562,562
3139,39,2224,5382,5527,5704,6179,6179,6179
3140,40,2224,3399,13212,13264,13419,13419,13419
3141,41,2224,1990,2242,2304,2456,2456,2456
3142,42,2224,88,1287,1570,1976,1976,1976
3143,43,2224,138,335,371,628,628,628
3144,44,2224,83,203,226,751,751,751
3145,45,2224,684,735,821,1014,1014,1014
3146,46,2224,107,142,212,457,457,457
3147,47,2224,151,453,757,991,991,991
3148,48,2224,177,271,322,972,972,972
3149,49,2224,89,130,176,325,325,325
3150,50,2224,242,624,6969,7342,7342,7342
3151,51,2224,283,318,394,451,451,451
3152,52,2224,65,147,226,322,322,322
3153,53,2224,78,204,1025,1233,1233,1233
3154,54,2224,168,365,379,910,910,910
3155,55,2224,238,3775,4016,4767,4767,4767
3156,56,2224,634,1460,1548,1628,1628,1628
3157,57,2224,199,633,681,1139,1139,1139
3158,58,2224,269,299,405,408,408,408
3159,59,2224,13171,13399,13571,13604,13604,13604
3160,60,2224,307,452,500,527,527,527
3161,61,2224,101,143,219,507,507,507
3162,62,2224,91,1515,1588,1758,1758,1758
3163,63,2224,126,213,269,367,367,367
3164,64,2224,170,653,669,769,769,769
3165,65,2224,85,240,312,533,533,533
3166,66,2224,2104,2287,2449,2473,2473,2473
3167,67,2224,110,258,23306,23429,23429,23429
3168,68,2224,11520,11582,12055,12374,12374,12374
3169,69,2224,103,155,424,440,440,440
3170,70,2224,689,1490,1633,1814,1814,1814
3171,71,2224,88,135,163,213,213,213
3172,72,2224,107,165,532,584,584,584
3173,73,2224,142,430,474,642,642,642
3174,74,2224,4623,5235,5377,5422,5422,5422
3175,75,2224,5140,18558,18579,18845,18845,18845
3176,76,2224,164,201,404,781,781,781
3177,77,2224,54,158,200,437,437,437
3178,78,2224,248,956,1160,1177,1177,1177
3179,79,2224,4145,4316,4387,4892,4892,4892
3180,80,2224,124,154,389,1545,1545,1545
3181,81,2224,5907,6973,7117,7480,7480,7480
3182,82,2224,71,372,397,754,754,754
3183,83,2224,159,244,641,975,975,975
3184,84,2224,169,514,524,663,663,663
3185,85,2224,150,230,285,320,320,320
3186,86,2224,241,854,1646,2304,2304,2304
3187,87,2224,113,328,398,8095,8095,8095
3188,88,2224,463,501,559,1219,1219,1219
3189,89,2224,45,82,140,210,210,210
3190,90,2224,503,624,728,1438,1438,1438
3191,91,2224,13519,16271,16408,16855,16855,16855
3192,92,2224,3217,3366,3451,3790,3790,3790
3193,93,2224,11874,23861,23981,24310,24310,24310
3194,94,2224,105,116,127,280,280,280
3195,95,2224,274,12920,13080,13249,13249,13249
3196,96,2224,319,409,452,457,457,457
3197,97,2224,576,754,843,1081,1081,1081
3198,98,2224,227,12233,12366,12390,12390,12390
3199,99,2224,125,1442,1447,1746,1746,1746
3200,0,2226,5247,19252,19365,19588,19588,19588
3201,1,2226,9645,9860,10120,10932,10932,10932
3202,2,2226,499,568,574,605,605,605
3203,3,2226,59,93,102,196,196,196
3204,4,2226,125,271,374,577,577,577
3205,5,2226,121,356,396,823,823,823
3206,6,2226,475,760,20182,20322,20322,20322
3207,7,2226,618,689,734,967,967,967
3208,8,2226,158,219,395,548,548,548
3209,9,2226,204,292,306,522,522,522
3210,10,2226,97,180,353,374,374,374
3211,11,2226,96,420,439,503,503,503
3212,12,2226,284,377,528,589,589,589
3213,13,2226,143,2897,3020,3268,3268,3268
3214,14,2226,64,399,1002,1192,1192,1192
3215,15,2226,123,158,210,381,381,381
3216,16,2226,156,455,560,733,733,733
3217,17,2226,72,143,262,2520,2520,2520
3218,18,2226,48,72,89,267,267,267
3219,19,2226,327,369,505,2771,2771,2771
3220,20,2226,62,131,159,305,305,305
3221,21,2226,85,148,172,369,369,369
3222,22,2226,117,828,1052,1116,1116,1116
3223,23,2226,388,430,480,538,538,538
3224,24,2226,105,193,347,423,423,423
3225,25,2226,132,539,619,710,710,710
3226,26,2226,160,340,356,397,397,397
3227,27,2226,248,356,419,426,426,426
3228,28,2226,109,211,227,300,300,300
3229,29,2226,58,144,180,311,311,311
3230,30,2226,61,107,391,771,771,771
3231,31,2226,79,99,143,528,528,528
3232,32,2226,137,176,503,506,506,506
3233,33,2226,207,22927,22955,23025,23025,23025
3234,34,2226,208,343,779,1487,1487,1487
3235,35,2226,254,347,361,612,612,612
3236,36,2226,346,856,861,870,870,870
3237,37,2226,297,422,457,512,512,512
3238,38,2226,186,3473,3645,3746,3746,3746
3239,39,2226,224,313,322,370,370,370
3240,40,2226,179,622,769,775,775,775
3241,41,2226,139,5525,5610,5863,5863,5863
3242,42,2226,61,77,100,196,196,196
3243,43,2226,3548,5263,5324,5406,5406,5406
3244,44,2226,111,1983,2009,2258,2258,2258
3245,45,2226,277,14822,14835,15134,15134,15134
3246,46,2226,374,649,723,1373,1373,1373
3247,47,2226,300,402,491,716,716,716
3248,48,2226,49,158,167,218,218,218
3249,49,2226,46,74,104,190,190,190
3250,50,2226,65,13067,13109,13262,13262,13262
3251,51,2226,141,234,788,982,982,982
3252,52,2226,8028,36607,36789,36976,36976,36976
3253,53,2226,344,403,512,1037,1037,1037
3254,54,2226,95,132,195,228,228,228
3255,55,2226,193,376,542,796,796,796
3256,56,2226,3427,4206,4361,5168,5168,5168
3257,57,2226,64,107,210,375,375,375
3258,58,2226,116,10599,11087,11198,11198,11198
3259,59,2226,149,233,263,521,521,521
3260,60,2226,210,254,259,372,372,372
3261,61,2226,190,466,749,1247,1247,1247
3262,62,2226,101,109,16429,16789,16789,16789
3263,63,2226,84,885,957,1204,1204,1204
3264,64,2226,650,2342,2718,2894,2894,2894
3265,65,2226,441,887,986,1105,1105,1105
3266,66,2226,89,384,484,523,523,523
3267,67,2226,508,1212,1941,1992,1992,1992
3268,68,2226,114,241,288,351,351,351
3269,69,2226,3016,3679,4343,4523,4523,4523
3270,70,2226,193,10960,11015,12678,12678,12678
3271,71,2226,239,339,398,455,455,455
3272,72,2226,27733,33066,34115,34252,34252,34252
3273,73,2226,3771,13025,13286,13508,13508,13508
3274,74,2226,338,443,561,758,758,758
3275,75,2226,2251,2319,2369,2537,2537,2537
3276,76,2226,120,171,245,411,411,411
3277,77,2226,182,25011,25371,25849,25849,25849
3278,78,2226,60,80,94,309,309,309
3279,79,2226,128,262,273,688,688,688
3280,80,2226,123,161,231,718,718,718
3281,81,2226,673,796,1277,1673,1673,1673
3282,82,2226,256,686,766,1054,1054,1054
3283,83,2226,2822,3006,3735,4014,4014,4014
3284,84,2226,141,314,341,514,514,514
3285,85,2226,123,247,257,434,434,434
3286,86,2226,568,771,884,11898,11898,11898
3287,87,2226,224,558,605,621,621,621
3288,88,2226,82,111,141,181,181,181
3289,89,2226,68,107,197,651,651,651
3290,90,2226,111,169,371,496,496,496
3291,91,2226,239,455,515,661,661,661
3292,92,2226,51,59,136,140,140,140
3293,93,2226,67,98,152,404,404,404
3294,94,2226,87,162,171,590,590,590
3295,95,2226,660,1118,21392,21568,21568,21568
3296,96,2226,77,150,234,399,399,399
3297,97,2226,226,341,423,643,643,643
3298,98,2226,148,273,742,1021,1021,1021
3299,99,2226,115,12737,17870,17893,17893,17893
3300,0,2227,98,125,163,213,213,213
3301,1,2227,70,3661,4253,4366,4366,4366
3302,2,2227,42,159,589,1190,1190,1190
3303,3,2227,133,161,170,199,199,199
3304,4,2227,608,650,864,974,974,974
3305,5,2227,2721,2913,3780,4286,4286,4286
3306,6,2227,80,104,143,212,212,212
3307,7,2227,2450,2918,3319,3720,3720,3720
3308,8,2227,41,51,120,226,226,226
3309,9,2227,71,110,147,379,379,379
3310,10,2227,257,1412,4121,4885,4885,4885
3311,11,2227,225,316,400,484,484,484
3312,12,2227,105,155,212,296,296,296
3313,13,2227,417,450,528,731,731,731
3314,14,2227,62,336,637,997,997,997
3315,15,2227,149,248,374,587,587,587
3316,16,2227,41,60,100,156,156,156
3317,17,2227,735,983,1060,1265,1265,1265
3318,18,2227,352,490,786,887,887,887
3319,19,2227,39,530,1149,1338,1338,1338
3320,20,2227,95,388,405,453,453,453
3321,21,2227,248,482,534,630,630,630
3322,22,2227,127,164,269,366,366,366
3323,23,2227,104,555,645,688,688,688
3324,24,2227,188,283,366,518,518,518
3325,25,2227,207,307,468,523,523,523
3326,26,2227,166,1281,1481,1752,1752,1752
3327,27,2227,1218,1365,1523,1661,1661,1661
3328,28,2227,425,503,702,1006,1006,1006
3329,29,2227,527,637,845,948,948,948
3330,30,2227,364,1027,1235,1360,1360,1360
3331,31,2227,256,1042,1146,1274,1274,1274
3332,32,2227,73,170,208,334,334,334
3333,33,2227,46,93,185,354,354,354
3334,34,2227,180,702,757,922,922,922
3335,35,2227,1097,1264,1363,1633,1633,1633
3336,36,2227,531,1259,1501,2197,2197,2197
3337,37,2227,335,841,1073,1131,1131,1131
3338,38,2227,3990,4579,4735,4907,4907,4907
3339,39,2227,3625,4679,4864,6066,6066,6066
3340,40,2227,48,91,116,130,130,130
3341,41,2227,388,849,982,1247,1247,1247
3342,42,2227,549,739,796,838,838,838
3343,43,2227,386,887,1282,2703,2703,2703
3344,44,2227,128,2041,2102,2113,2113,2113
3345,45,2227,232,679,1020,1032,1032,1032
3346,46,2227,73,215,254,333,333,333
3347,47,2227,109,656,679,1137,1137,1137
3348,48,2227,97,10023,12859,12917,12917,12917
3349,49,2227,123,4864,4929,5070,5070,5070
3350,50,2227,254,338,358,376,376,376
3351,51,2227,121,392,491,640,640,640
3352,52,2227,445,7798,7816,7887,7887,7887
3353,53,2227,106,364,384,660,660,660
3354,54,2227,188,5381,5980,6172,6172,6172
3355,55,2227,145,380,531,1635,1635,1635
3356,56,2227,75,248,380,529,529,529
3357,57,2227,267,389,476,809,809,809
3358,58,2227,76,1200,1515,1595,1595,1595
3359,59,2227,284,619,2184,2231,2231,2231
3360,60,2227,90,386,5832,7073,7073,7073
3361,61,2227,2994,3060,3413,3432,3432,3432
3362,62,2227,151,287,617,801,801,801
3363,63,2227,354,5005,5539,5816,5816,5816
3364,64,2227,101,164,181,333,333,333
3365,65,2227,705,1048,1065,1158,1158,1158
3366,66,2227,69,181,201,230,230,230
3367,67,2227,550,4500,4509,4683,4683,4683
3368,68,2227,178,260,380,467,467,467
3369,69,2227,165,224,841,869,869,869
3370,70,2227,227,1588,1754,1767,1767,1767
3371,71,2227,329,407,1673,1696,1696,1696
3372,72,2227,532,1074,1287,1353,1353,1353
3373,73,2227,44,104,142,227,227,227
3374,74,2227,93,111,122,180,180,180
3375,75,2227,204,558,585,612,612,612
3376,76,2227,606,839,898,987,987,987
3377,77,2227,86,231,268,293,293,293
3378,78,2227,737,1186,1476,1556,1556,1556
3379,79,2227,4262,5287,5299,5487,5487,5487
3380,80,2227,945,1229,1272,1351,1351,1351
3381,81,2227,249,302,315,336,336,336
3382,82,2227,180,259,372,511,511,511
3383,83,2227,523,599,622,749,749,749
3384,84,2227,2200,2489,2761,3166,3166,3166
3385,85,2227,77,95,1448,1556,1556,1556
3386,86,2227,164,396,656,8489,8489,8489
3387,87,2227,65,77,111,140,140,140
3388,88,2227,504,3164,3170,3205,3205,3205
3389,89,2227,71,154,190,426,426,426
3390,90,2227,5512,5672,5721,6009,6009,6009
3391,91,2227,1003,6141,6220,6372,6372,6372
3392,92,2227,324,1153,1166,1537,1537,1537
3393,93,2227,176,365,382,717,717,717
3394,94,2227,72,117,523,565,565,565
3395,95,2227,65,90,112,389,389,389
3396,96,2227,112,2894,3087,3182,3182,3182
3397,97,2227,449,595,627,698,698,698
3398,98,2227,64,119,156,198,198,198
3399,99,2227,58,90,185,571,571,571
3400,0,2228,2999,3040,3079,3400,3400,3400
3401,1,2228,231,615,665,1272,1272,1272
3402,2,2228,834,1170,1260,1292,1292,1292
3403,3,2228,1202,3493,3709,3792,3792,3792
3404,4,2228,545,837,891,1071,1071,1071
3405,5,2228,54,168,178,291,291,291
3406,6,2228,75,152,663,1052,1052,1052
3407,7,2228,191,490,667,943,943,943
3408,8,2228,81,1120,1359,1418,1418,1418
3409,9,2228,88,207,235,269,269,269
3410,10,2228,141,236,324,443,443,443
3411,11,2228,294,429,645,694,694,694
3412,12,2228,3468,3756,3985,4113,4113,4113
3413,13,2228,3008,4040,4132,4176,4176,4176
3414,14,2228,1174,3609,4308,4422,4422,4422
3415,15,2228,392,830,2339,2369,2369,2369
3416,16,2228,147,230,296,351,351,351
3417,17,2228,107,528,812,818,818,818
3418,18,2228,224,274,299,672,672,672
3419,19,2228,388,502,547,569,569,569
3420,20,2228,4220,10122,10916,10939,10939,10939
3421,21,2228,139,760,1889,1992,1992,1992
3422,22,2228,552,1109,2036,2207,2207,2207
3423,23,2228,349,407,605,670,670,670
3424,24,2228,200,237,251,436,436,436
3425,25,2228,1792,1986,2031,2048,2048,2048
3426,26,2228,98,168,282,508,508,508
3427,27,2228,109,200,274,319,319,319
3428,28,2228,529,1966,1992,2118,2118,2118
3429,29,2228,949,7256,7270,7386,7386,7386
3430,30,2228,1577,3563,3848,11153,11153,11153
3431,31,2228,8629,8719,8797,8883,8883,8883
3432,32,2228,87,277,296,308,308,308
3433,33,2228,2609,4862,4879,5109,5109,5109
3434,34,2228,1430,3598,3656,3918,3918,3918
3435,35,2228,107,398,437,451,451,451
3436,36,2228,2852,6721,6852,6961,6961,6961
3437,37,2228,217,240,730,780,780,780
3438,38,2228,393,1021,1039,1062,1062,1062
3439,39,2228,8798,9163,9340,9487,9487,9487
3440,40,2228,103,268,301,329,329,329
3441,41,2228,82,189,266,357,357,357
3442,42,2228,713,1041,1126,1186,1186,1186
3443,43,2228,132,227,241,257,257,257
3444,44,2228,209,672,743,838,838,838
3445,45,2228,169,23100,23159,23251,23251,23251
3446,46,2228,237,665,678,892,892,892
3447,47,2228,73,276,607,666,666,666
3448,48,2228,43,108,121,289,289,289
3449,49,2228,126,556,613,914,914,914
3450,50,2228,199,234,269,321,321,321
3451,51,2228,176,662,846,1056,1056,1056
3452,52,2228,87,775,802,1021,1021,1021
3453,53,2228,68,178,410,689,689,689
3454,54,2228,487,1662,1681,1786,1786,1786
3455,55,2228,201,280,418,483,483,483
3456,56,2228,103,181,246,264,264,264
3457,57,2228,171,21123,21131,21581,21581,21581
3458,58,2228,85,234,353,460,460,460
3459,59,2228,41,383,411,11322,11322,11322
3460,60,2228,90,640,746,1100,1100,1100
3461,61,2228,218,358,497,563,563,563
3462,62,2228,3473,4811,4883,5039,5039,5039
3463,63,2228,76,128,184,304,304,304
3464,64,2228,732,915,935,1112,1112,1112
3465,65,2228,54,802,868,1013,1013,1013
3466,66,2228,3412,4738,5100,5638,5638,5638
3467,67,2228,51,237,7449,7650,7650,7650
3468,68,2228,455,1157,1843,1979,1979,1979
3469,69,2228,867,977,981,1723,1723,1723
3470,70,2228,285,3807,3866,4506,4506,4506
3471,71,2228,93,176,401,1022,1022,1022
3472,72,2228,109,327,375,508,508,508
3473,73,2228,77,130,211,408,408,408
3474,74,2228,81,307,455,612,612,612
3475,75,2228,452,689,739,781,781,781
3476,76,2228,93,495,1121,1161,1161,1161
3477,77,2228,807,1006,1023,1035,1035,1035
3478,78,2228,4073,4258,4385,4583,4583,4583
3479,79,2228,358,430,543,649,649,649
3480,80,2228,181,2487,2847,2930,2930,2930
3481,81,2228,4242,4692,4721,4743,4743,4743
3482,82,2228,63,106,172,565,565,565
3483,83,2228,173,5464,5508,5591,5591,5591
3484,84,2228,304,351,745,768,768,768
3485,85,2228,346,1730,1871,2027,2027,2027
3486,86,2228,71,87,152,502,502,502
3487,87,2228,5062,5268,5313,5338,5338,5338
3488,88,2228,7754,7788,7993,8518,8518,8518
3489,89,2228,6335,6369,6446,6582,6582,6582
3490,90,2228,843,1100,1207,1259,1259,1259
3491,91,2228,89,102,258,299,299,299
3492,92,2228,182,569,583,594,594,594
3493,93,2228,281,672,3128,3352,3352,3352
3494,94,2228,101,119,171,199,199,199
3495,95,2228,189,230,251,373,373,373
3496,96,2228,1287,19112,19141,19459,19459,19459
3497,97,2228,143,580,645,684,684,684
3498,98,2228,454,641,885,922,922,922
3499,99,2228,54,784,814,916,916,916
3500,0,2233,93,234,2300,2676,2676,2676
3501,1,2233,49,1450,1770,1815,1815,1815
3502,2,2233,59,283,290,397,397,397
3503,3,2233,753,1109,1255,1267,1267,1267
3504,4,2233,4310,5538,5809,5880,5880,5880
3505,5,2233,87,141,168,247,247,247
3506,6,2233,64,592,986,1143,1143,1143
3507,7,2233,442,553,602,975,975,975
3508,8,2233,175,281,328,478,478,478
3509,9,2233,169,189,206,392,392,392
3510,10,2233,82,191,202,240,240,240
3511,11,2233,186,337,524,779,779,779
3512,12,2233,118,3635,3692,3796,3796,3796
3513,13,2233,68,193,209,271,271,271
3514,14,2233,72,99,106,205,205,205
3515,15,2233,3730,5131,5377,5553,5553,5553
3516,16,2233,887,1074,1198,1419,1419,1419
3517,17,2233,99,166,506,952,952,952
3518,18,2233,115,294,743,861,861,861
3519,19,2233,139,244,258,450,450,450
3520,20,2233,67,125,135,179,179,179
3521,21,2233,88,2662,2671,2895,2895,2895
3522,22,2233,466,680,749,1010,1010,1010
3523,23,2233,121,402,624,870,870,870
3524,24,2233,63,76,82,376,376,376
3525,25,2233,472,728,975,1059,1059,1059
3526,26,2233,50,140,353,606,606,606
3527,27,2233,157,248,320,784,784,784
3528,28,2233,175,206,769,1070,1070,1070
3529,29,2233,379,461,496,689,689,689
3530,30,2233,62,108,139,192,192,192
3531,31,2233,129,232,261,388,388,388
3532,32,2233,226,256,318,346,346,346
3533,33,2233,75,392,607,926,926,926
3534,34,2233,2147,2815,3021,3555,3555,3555
3535,35,2233,141,412,435,658,658,658
3536,36,2233,130,267,457,756,756,756
3537,37,2233,76,218,359,574,574,574
3538,38,2233,70,314,338,561,561,561
3539,39,2233,59,178,257,311,311,311
3540,40,2233,194,256,1110,1154,1154,1154
3541,41,2233,46,220,232,325,325,325
3542,42,2233,249,674,705,835,835,835
3543,43,2233,239,393,450,471,471,471
3544,44,2233,169,208,320,723,723,723
3545,45,2233,114,419,2110,2121,2121,2121
3546,46,2233,151,367,470,727,727,727
3547,47,2233,92,147,279,317,317,317
3548,48,2233,101,165,341,650,650,650
3549,49,2233,578,681,869,1085,1085,1085
3550,50,2233,119,200,678,698,698,698
3551,51,2233,293,381,391,739,739,739
3552,52,2233,1145,1214,1248,1386,1386,1386
3553,53,2233,930,1014,1072,1305,1305,1305
3554,54,2233,214,236,439,641,641,641
3555,55,2233,256,385,513,569,569,569
3556,56,2233,827,1615,1736,1889,1889,1889
3557,57,2233,207,412,609,1121,1121,1121
3558,58,2233,74,104,130,138,138,138
3559,59,2233,509,1528,1531,1586,1586,1586
3560,60,2233,180,260,270,364,364,364
3561,61,2233,73,153,186,296,296,296
3562,62,2233,852,898,926,931,931,931
3563,63,2233,352,422,595,917,917,917
3564,64,2233,153,263,479,564,564,564
3565,65,2233,108,192,229,784,784,784
3566,66,2233,753,2156,2176,2373,2373,2373
3567,67,2233,304,408,488,512,512,512
3568,68,2233,215,2439,2592,3025,3025,3025
3569,69,2233,266,351,432,683,683,683
3570,70,2233,165,570,4722,5101,5101,5101
3571,71,2233,144,318,567,636,636,636
3572,72,2233,2225,2428,2552,2864,2864,2864
3573,73,2233,2720,2927,2963,3444,3444,3444
3574,74,2233,40,50,57,1012,1012,1012
3575,75,2233,75,168,195,416,416,416
3576,76,2233,612,959,989,1116,1116,1116
3577,77,2233,82,314,357,453,453,453
3578,78,2233,291,316,372,507,507,507
3579,79,2233,775,1151,1266,1782,1782,1782
3580,80,2233,80,107,165,220,220,220
3581,81,2233,75,102,144,292,292,292
3582,82,2233,256,607,646,810,810,810
3583,83,2233,162,644,707,738,738,738
3584,84,2233,180,233,408,938,938,938
3585,85,2233,133,561,566,625,625,625
3586,86,2233,191,230,511,556,556,556
3587,87,2233,890,1041,1102,1114,1114,1114
3588,88,2233,86,132,176,1078,1078,1078
3589,89,2233,543,894,2914,3258,3258,3258
3590,90,2233,128,160,211,416,416,416
3591,91,2233,119,799,825,939,939,939
3592,92,2233,129,1939,2021,2363,2363,2363
3593,93,2233,57,103,106,982,982,982
3594,94,2233,154,215,267,377,377,377
3595,95,2233,104,149,488,681,681,681
3596,96,2233,345,1571,1960,2149,2149,2149
3597,97,2233,95,136,242,318,318,318
3598,98,2233,2931,2987,3082,3195,3195,3195
