Source,Target,Type,Weight
63,19,Undirected,3.511
63,21,Undirected,0.41153
63,22,Undirected,0.22448
63,23,Undirected,2.8072
63,24,Undirected,0.99895
63,29,Undirected,0.24505
63,34,Undirected,0.12817
63,35,Undirected,1.1896
63,42,Undirected,1.4953
63,45,Undirected,0.10645
63,47,Undirected,1.3223
63,53,Undirected,0.39066
63,56,Undirected,0.48085
63,61,Undirected,1.4937
63,62,Undirected,0.76077
64,3,Undirected,3.4522
64,6,Undirected,0.89374
64,10,Undirected,0.77854
64,12,Undirected,2.3027
64,13,Undirected,2.4131
64,14,Undirected,0.05175
64,16,Undirected,0.070971
64,17,Undirected,1.3469
64,18,Undirected,0.40541
64,19,Undirected,1.7764
64,20,Undirected,3.4404
64,22,Undirected,0.19048
64,24,Undirected,1.6772
64,25,Undirected,2.9862
64,27,Undirected,2.4458
64,28,Undirected,0.63674
64,29,Undirected,2.3426
64,30,Undirected,2.8337
64,31,Undirected,0.92008
64,32,Undirected,1.9152
64,33,Undirected,0.33266
64,34,Undirected,2.3039
64,35,Undirected,0.58107
64,40,Undirected,0.16735
64,43,Undirected,1.3798
64,45,Undirected,4.8765
64,47,Undirected,4.1072
64,48,Undirected,1.4359
64,50,Undirected,4.0956
64,52,Undirected,0.75308
64,53,Undirected,0.43609
64,54,Undirected,2.9058
64,55,Undirected,0.79909
64,56,Undirected,1.2701
64,57,Undirected,0.3039
64,62,Undirected,3.1804
65,0,Undirected,3.2766
65,1,Undirected,2.0603
65,2,Undirected,0.19332
65,3,Undirected,0.2507
65,6,Undirected,0.15475
65,8,Undirected,3.1171
65,10,Undirected,1.2485
65,11,Undirected,5.4737
65,12,Undirected,3.6676
65,13,Undirected,2.6198
65,17,Undirected,0.52176
65,18,Undirected,2.2309
65,19,Undirected,0.64537
65,20,Undirected,4.0069
65,21,Undirected,3.9271
65,23,Undirected,2.5278
65,25,Undirected,5.0468
65,27,Undirected,3.6447
65,28,Undirected,1.2437
65,29,Undirected,1.3221
65,30,Undirected,3.5952
65,31,Undirected,2.0737
65,33,Undirected,3.0104
65,35,Undirected,2.2482
65,38,Undirected,1.8632
65,39,Undirected,2.0699
65,40,Undirected,0.30514
65,41,Undirected,2.04
65,42,Undirected,1.0799
65,43,Undirected,1.7007
65,44,Undirected,0.11387
65,50,Undirected,1.5192
65,55,Undirected,0.23508
65,57,Undirected,0.54546
65,58,Undirected,2.4658
65,60,Undirected,1.4951
65,61,Undirected,2.2218
66,3,Undirected,0.59257
66,7,Undirected,0.73435
66,8,Undirected,1.7126
66,14,Undirected,0.50837
66,15,Undirected,0.96697
66,17,Undirected,3.3114
66,18,Undirected,0.43175
66,22,Undirected,1.4383
66,23,Undirected,2.9382
66,24,Undirected,2.9083
66,25,Undirected,1.4137
66,27,Undirected,3.9532
66,28,Undirected,3.3741
66,30,Undirected,0.26314
66,31,Undirected,1.1402
66,32,Undirected,1.1728
66,33,Undirected,2.1974
66,34,Undirected,1.0486
66,35,Undirected,0.30106
66,36,Undirected,1.3278
66,37,Undirected,3.8589
66,39,Undirected,1.0781
66,42,Undirected,0.10091
66,43,Undirected,0.080337
66,45,Undirected,2.1678
66,46,Undirected,0.34134
66,48,Undirected,0.67731
66,50,Undirected,1.3892
66,51,Undirected,0.62692
66,54,Undirected,0.16096
66,61,Undirected,1.1489
66,62,Undirected,3.1757
67,0,Undirected,0.31891
67,1,Undirected,0.67251
67,2,Undirected,0.27631
67,5,Undirected,4.0809
67,6,Undirected,0.7595
67,7,Undirected,0.27617
67,9,Undirected,0.189
67,12,Undirected,2.0082
67,14,Undirected,0.50568
67,21,Undirected,0.52728
67,26,Undirected,0.42686
67,27,Undirected,0.52522
67,28,Undirected,1.2054
67,29,Undirected,0.28089
67,31,Undirected,1.012
67,33,Undirected,0.98557
67,35,Undirected,0.03099
67,37,Undirected,0.52475
67,39,Undirected,0.77414
67,42,Undirected,0.11333
67,45,Undirected,1.6075
67,46,Undirected,0.58088
67,48,Undirected,2.3485
67,53,Undirected,0.093414
67,54,Undirected,0.57485
67,55,Undirected,0.26088
67,60,Undirected,0.15905
67,61,Undirected,0.25892
67,63,Undirected,0.9545
67,64,Undirected,0.32423
68,0,Undirected,1.4962
68,1,Undirected,2.1685
68,3,Undirected,0.26432
68,10,Undirected,0.54223
68,11,Undirected,0.85182
68,13,Undirected,0.6089
68,14,Undirected,0.48271
68,15,Undirected,1.6585
68,18,Undirected,1.1074
68,19,Undirected,0.18584
68,20,Undirected,0.16207
68,24,Undirected,0.3388
68,28,Undirected,0.37216
68,29,Undirected,1.1257
68,31,Undirected,0.73834
68,32,Undirected,0.52796
68,33,Undirected,1.6475
68,37,Undirected,0.92035
68,38,Undirected,0.71171
68,40,Undirected,0.95842
68,42,Undirected,1.4024
68,45,Undirected,3.6201
68,46,Undirected,1.5986
68,52,Undirected,0.6408
68,53,Undirected,3.2607
68,54,Undirected,1.3442
68,56,Undirected,2.5104
68,57,Undirected,0.86579
68,58,Undirected,1.2223
68,62,Undirected,1.8442
68,64,Undirected,0.12214
68,65,Undirected,0.2979
68,67,Undirected,0.74795
69,0,Undirected,0.76792
69,1,Undirected,0.02381
69,2,Undirected,0.72062
69,3,Undirected,2.7535
69,10,Undirected,0.31405
69,12,Undirected,1.8097
69,14,Undirected,0.67506
69,16,Undirected,1.6495
69,18,Undirected,0.59752
69,19,Undirected,0.48452
69,23,Undirected,3.3117
69,26,Undirected,0.67497
69,28,Undirected,0.67837
69,29,Undirected,0.18866
69,32,Undirected,0.81058
69,33,Undirected,0.045482
69,34,Undirected,0.7113
69,35,Undirected,0.80837
69,37,Undirected,2.8362
69,38,Undirected,0.78392
69,40,Undirected,3.8417
69,43,Undirected,0.13041
69,48,Undirected,2.7719
69,51,Undirected,0.06487
69,52,Undirected,0.69402
69,55,Undirected,1.1627
69,57,Undirected,1.7991
69,58,Undirected,0.16736
69,59,Undirected,0.62384
69,61,Undirected,4.6516
69,62,Undirected,3.4546
69,64,Undirected,1.5502
69,65,Undirected,0.41112
69,67,Undirected,0.28735
69,68,Undirected,1.2176
70,0,Undirected,1.5789
70,1,Undirected,0.33119
70,3,Undirected,1.4068
70,5,Undirected,1.7953
70,9,Undirected,2.3508
70,10,Undirected,1.0361
70,13,Undirected,0.68182
70,14,Undirected,0.15088
70,15,Undirected,3.2484
70,16,Undirected,0.10673
70,17,Undirected,0.04878
70,19,Undirected,0.53547
70,21,Undirected,0.91033
70,24,Undirected,1.1792
70,26,Undirected,0.2567
70,29,Undirected,3.4989
70,30,Undirected,0.52674
70,31,Undirected,0.08235
70,32,Undirected,1.0684
70,33,Undirected,2.3567
70,34,Undirected,0.65397
70,38,Undirected,3.7884
70,42,Undirected,2.6158
70,43,Undirected,4.3086
70,44,Undirected,2.1532
70,45,Undirected,3.7242
70,49,Undirected,0.20951
70,51,Undirected,1.0986
70,54,Undirected,1.6971
70,55,Undirected,0.18507
70,58,Undirected,1.5584
70,62,Undirected,0.64407
70,64,Undirected,5.9418
70,65,Undirected,2.2582
70,69,Undirected,2.085
71,1,Undirected,1.0743
71,4,Undirected,0.89815
71,5,Undirected,0.11359
71,6,Undirected,1.56
71,13,Undirected,0.22589
71,17,Undirected,2.1188
71,21,Undirected,2.4666
71,26,Undirected,1.094
71,27,Undirected,3.83
71,28,Undirected,1.0788
71,29,Undirected,0.61296
71,30,Undirected,0.23809
71,31,Undirected,0.43297
71,32,Undirected,0.37907
71,34,Undirected,0.40073
71,36,Undirected,0.24981
71,37,Undirected,1.9661
71,42,Undirected,1.1124
71,43,Undirected,0.020209
71,46,Undirected,0.57317
71,49,Undirected,0.34061
71,52,Undirected,3.0554
71,55,Undirected,0.91784
71,57,Undirected,1.6829
71,59,Undirected,0.08895
71,62,Undirected,0.09225
71,63,Undirected,0.21131
71,66,Undirected,0.59218
71,69,Undirected,0.83821
72,1,Undirected,0.28556
72,3,Undirected,4.2776
72,4,Undirected,1.4887
72,5,Undirected,1.0402
72,6,Undirected,1.5441
72,9,Undirected,0.1849
72,12,Undirected,3.4566
72,14,Undirected,0.71115
72,16,Undirected,2.474
72,17,Undirected,0.30153
72,19,Undirected,1.2852
72,21,Undirected,0.12612
72,24,Undirected,0.35237
72,25,Undirected,1.0819
72,28,Undirected,1.0048
72,29,Undirected,1.5894
72,31,Undirected,0.49492
72,32,Undirected,0.93275
72,35,Undirected,0.38834
72,41,Undirected,0.94802
72,43,Undirected,1.0754
72,45,Undirected,0.48899
72,46,Undirected,1.1379
72,47,Undirected,1.9482
72,48,Undirected,0.12287
72,49,Undirected,1.9501
72,50,Undirected,2.5192
72,52,Undirected,1.3468
72,53,Undirected,1.8716
72,57,Undirected,5.3114
72,58,Undirected,0.68325
72,59,Undirected,1.078
72,60,Undirected,0.61921
72,61,Undirected,1.675
72,63,Undirected,1.2763
72,65,Undirected,1.0809
72,69,Undirected,1.6416
72,70,Undirected,1.9457
72,71,Undirected,0.18053
73,0,Undirected,0.096438
73,1,Undirected,1.4556
73,2,Undirected,0.2075
73,8,Undirected,0.40165
73,9,Undirected,0.25413
73,11,Undirected,2.9529
73,12,Undirected,0.84695
73,17,Undirected,0.36553
73,18,Undirected,1.0095
73,19,Undirected,0.36163
73,21,Undirected,0.29314
73,22,Undirected,0.06703
73,24,Undirected,0.73438
73,25,Undirected,3.0526
73,33,Undirected,0.46573
73,34,Undirected,2.5252
73,35,Undirected,0.71581
73,36,Undirected,0.33845
73,38,Undirected,0.10663
73,39,Undirected,0.013379
73,40,Undirected,0.77366
73,41,Undirected,5.6039
73,43,Undirected,0.087968
73,47,Undirected,4.5665
73,48,Undirected,3.8117
73,49,Undirected,0.25002
73,52,Undirected,2.1947
73,53,Undirected,0.89909
73,54,Undirected,2.9616
73,56,Undirected,4.2619
73,57,Undirected,0.55805
73,60,Undirected,0.92025
73,61,Undirected,3.4546
73,62,Undirected,0.82443
73,63,Undirected,0.22942
73,64,Undirected,0.77485
73,65,Undirected,0.33145
73,66,Undirected,2.7114
73,67,Undirected,0.97955
73,68,Undirected,2.3128
73,69,Undirected,0.1405
73,71,Undirected,0.13312
73,72,Undirected,1.3402
74,3,Undirected,2.2823
74,4,Undirected,1.0937
74,8,Undirected,0.52291
74,12,Undirected,3.6489
74,15,Undirected,1.9399
74,16,Undirected,1.7874
74,17,Undirected,1.0512
74,20,Undirected,0.637
74,22,Undirected,1.0866
74,24,Undirected,0.28773
74,25,Undirected,0.80969
74,28,Undirected,1.2202
74,30,Undirected,3.1377
74,31,Undirected,0.78929
74,35,Undirected,0.97496
74,38,Undirected,1.245
74,39,Undirected,0.79779
74,40,Undirected,0.22973
74,41,Undirected,1.1093
74,43,Undirected,2.0417
74,50,Undirected,0.15209
74,51,Undirected,0.46683
74,52,Undirected,0.67777
74,55,Undirected,2.1555
74,56,Undirected,1.1088
74,57,Undirected,2.6305
74,59,Undirected,0.65891
74,61,Undirected,4.1384
74,62,Undirected,1.0221
74,64,Undirected,9.819
74,66,Undirected,0.57808
74,67,Undirected,0.1474
74,68,Undirected,3.535
74,72,Undirected,1.7549
74,73,Undirected,3.1697
75,0,Undirected,0.29869
75,3,Undirected,0.6785
75,7,Undirected,2.3492
75,9,Undirected,0.67727
75,20,Undirected,0.4482
75,21,Undirected,0.41167
75,24,Undirected,0.40467
75,27,Undirected,1.0921
75,29,Undirected,0.56256
75,31,Undirected,0.6722
75,32,Undirected,1.2283
75,35,Undirected,0.87153
75,37,Undirected,0.14514
75,38,Undirected,0.042917
75,43,Undirected,0.017043
75,44,Undirected,1.0652
75,48,Undirected,0.15781
75,52,Undirected,0.87465
75,53,Undirected,1.261
75,54,Undirected,0.72659
75,57,Undirected,0.39263
75,58,Undirected,0.98981
75,60,Undirected,0.2796
75,66,Undirected,1.6276
75,69,Undirected,0.62156
75,72,Undirected,0.10021
75,73,Undirected,0.4881
75,74,Undirected,0.78337
76,3,Undirected,1.1118
76,6,Undirected,0.44502
76,7,Undirected,2.8222
76,13,Undirected,0.036543
76,14,Undirected,0.63587
76,16,Undirected,0.40188
76,19,Undirected,0.40029
76,20,Undirected,1.1625
76,27,Undirected,1.1486
76,28,Undirected,1.6874
76,29,Undirected,0.9033
76,32,Undirected,0.69989
76,33,Undirected,0.345
76,36,Undirected,0.038431
76,37,Undirected,1.5671
76,40,Undirected,3.8363
76,42,Undirected,0.51652
76,45,Undirected,3.8867
76,51,Undirected,0.814
76,55,Undirected,1.2926
76,57,Undirected,2.94
76,58,Undirected,2.7549
76,60,Undirected,0.47217
76,61,Undirected,0.65012
76,62,Undirected,1.4439
76,64,Undirected,0.71125
76,65,Undirected,0.9774
76,66,Undirected,0.25299
76,67,Undirected,0.88431
76,70,Undirected,2.2155
76,71,Undirected,1.4339
76,72,Undirected,1.3736
76,74,Undirected,0.34047
76,75,Undirected,0.33409
77,0,Undirected,0.79077
77,1,Undirected,0.22245
77,2,Undirected,1.9196
77,5,Undirected,0.61766
77,7,Undirected,0.61413
77,9,Undirected,0.11345
77,11,Undirected,1.8459
77,12,Undirected,1.9282
77,14,Undirected,0.82712
77,22,Undirected,1.3746
77,23,Undirected,3.9603
77,24,Undirected,2.3261
77,25,Undirected,0.07971
77,26,Undirected,0.30695
77,27,Undirected,0.27482
77,29,Undirected,1.5596
77,30,Undirected,0.4084
77,31,Undirected,1.052
77,34,Undirected,0.10373
77,37,Undirected,0.22401
77,38,Undirected,3.8694
77,39,Undirected,1.0215
77,41,Undirected,2.414
77,42,Undirected,0.26055
77,43,Undirected,2.2735
77,50,Undirected,1.8672
77,51,Undirected,0.40215
77,53,Undirected,4.3952
77,55,Undirected,1.6854
77,57,Undirected,1.4605
77,60,Undirected,1.3225
77,62,Undirected,0.30453
77,63,Undirected,1.7414
77,64,Undirected,4.7343
77,66,Undirected,0.78757
77,67,Undirected,0.84626
77,69,Undirected,1.9304
77,71,Undirected,0.43278
77,72,Undirected,2.4822
77,73,Undirected,0.60404
77,74,Undirected,0.84714
77,75,Undirected,0.23154
78,0,Undirected,3.205
78,1,Undirected,0.45867
78,4,Undirected,1.9195
78,7,Undirected,4.2024
78,8,Undirected,1.3148
78,9,Undirected,0.17794
78,11,Undirected,1.9351
78,12,Undirected,3.3605
78,14,Undirected,0.53413
78,16,Undirected,0.38555
78,18,Undirected,0.20712
78,20,Undirected,2.1524
78,23,Undirected,1.4816
78,24,Undirected,0.76323
78,26,Undirected,1.0507
78,27,Undirected,2.6713
78,29,Undirected,2.0558
78,30,Undirected,1.1039
78,32,Undirected,0.058458
78,42,Undirected,3.6099
78,43,Undirected,2.4586
78,44,Undirected,0.014225
78,46,Undirected,0.11839
78,47,Undirected,0.38928
78,48,Undirected,6.9713
78,52,Undirected,0.23972
78,53,Undirected,0.6741
78,55,Undirected,0.55535
78,56,Undirected,0.27026
78,57,Undirected,1.234
78,58,Undirected,0.96004
78,61,Undirected,2.9853
78,62,Undirected,1.2696
78,63,Undirected,0.87535
78,66,Undirected,3.1026
78,67,Undirected,0.67925
78,68,Undirected,0.56214
78,70,Undirected,0.65894
78,71,Undirected,0.37593
78,72,Undirected,0.71848
78,73,Undirected,2.894
78,76,Undirected,2.1311
79,4,Undirected,1.387
79,5,Undirected,0.39311
79,8,Undirected,1.02
79,10,Undirected,1.6284
79,17,Undirected,1.1688
79,19,Undirected,0.24339
79,22,Undirected,1.2525
79,24,Undirected,1.5472
79,27,Undirected,1.1107
79,29,Undirected,0.91012
79,31,Undirected,1.4771
79,32,Undirected,0.9514
79,35,Undirected,2.5549
79,36,Undirected,2.2752
79,39,Undirected,0.43152
79,40,Undirected,2.6081
79,44,Undirected,0.77965
79,47,Undirected,0.33501
79,48,Undirected,0.56707
79,49,Undirected,1.7925
79,53,Undirected,1.6917
79,54,Undirected,1.5124
79,58,Undirected,0.70252
79,59,Undirected,0.21585
79,63,Undirected,2.4381
79,65,Undirected,4.6641
79,68,Undirected,1.2177
79,71,Undirected,0.82247
79,74,Undirected,1.1695
79,76,Undirected,1.2742
79,78,Undirected,1.4354
80,0,Undirected,0.8298
80,2,Undirected,3.2721
80,3,Undirected,2.13
80,6,Undirected,0.018441
80,12,Undirected,1.8701
80,13,Undirected,0.34731
80,17,Undirected,2.0876
80,18,Undirected,0.13711
80,19,Undirected,2.7348
80,20,Undirected,0.39499
80,24,Undirected,0.35262
80,27,Undirected,0.31431
80,28,Undirected,2.8914
80,29,Undirected,1.2893
80,30,Undirected,0.71666
80,32,Undirected,1.6139
80,33,Undirected,2.4983
80,34,Undirected,1.8339
80,35,Undirected,0.30202
80,40,Undirected,0.07324
80,41,Undirected,5.2114
80,43,Undirected,0.60391
80,45,Undirected,6.3295
80,49,Undirected,1.6288
80,50,Undirected,1.2387
80,51,Undirected,2.3007
80,52,Undirected,0.45355
80,53,Undirected,0.77275
80,55,Undirected,1.5241
80,56,Undirected,0.76827
80,57,Undirected,4.042
80,63,Undirected,0.0075765
80,65,Undirected,1.3699
80,66,Undirected,2.8296
80,68,Undirected,2.5819
80,69,Undirected,0.88337
80,70,Undirected,1.9399
80,72,Undirected,1.5506
80,74,Undirected,2.0827
80,77,Undirected,0.20308
80,78,Undirected,1.5055
80,79,Undirected,2.1463
81,0,Undirected,0.15654
81,1,Undirected,0.72929
81,4,Undirected,1.055
81,5,Undirected,0.75566
81,7,Undirected,1.4618
81,9,Undirected,1.5868
81,11,Undirected,1.3195
81,13,Undirected,0.61152
81,17,Undirected,1.3508
81,18,Undirected,0.48796
81,21,Undirected,0.04165
81,30,Undirected,0.43767
81,31,Undirected,0.9532
81,36,Undirected,2.6371
81,44,Undirected,0.72544
81,45,Undirected,1.6505
81,46,Undirected,2.3702
81,48,Undirected,2.4568
81,53,Undirected,0.27687
81,56,Undirected,0.14162
81,58,Undirected,1.439
81,64,Undirected,1.7896
81,65,Undirected,1.0393
81,66,Undirected,2.8292
81,67,Undirected,1.1742
81,69,Undirected,2.7822
81,71,Undirected,0.42334
81,72,Undirected,1.3478
81,73,Undirected,2.6096
81,74,Undirected,2.5868
81,76,Undirected,0.61718
81,77,Undirected,1.9173
81,80,Undirected,1.0492
82,1,Undirected,0.24115
82,3,Undirected,0.39109
82,6,Undirected,1.698
82,7,Undirected,0.27947
82,12,Undirected,0.4948
82,13,Undirected,1.3324
82,14,Undirected,0.43777
82,19,Undirected,1.1051
82,20,Undirected,3.4352
82,28,Undirected,2.0083
82,29,Undirected,1.9286
82,32,Undirected,0.1001
82,33,Undirected,0.11352
82,34,Undirected,0.80702
82,39,Undirected,2.2767
82,40,Undirected,0.84472
82,41,Undirected,0.95921
82,45,Undirected,2.7217
82,47,Undirected,0.29587
82,50,Undirected,0.45318
82,52,Undirected,3.8145
82,53,Undirected,0.82908
82,54,Undirected,1.5612
82,56,Undirected,0.64932
82,57,Undirected,0.58299
82,59,Undirected,0.69667
82,61,Undirected,2.3188
82,63,Undirected,1.304
82,68,Undirected,0.81817
82,70,Undirected,2.4823
82,74,Undirected,1.1332
82,77,Undirected,0.82079
82,78,Undirected,0.82391
82,79,Undirected,1.5139
82,81,Undirected,4.3648
83,7,Undirected,0.93498
83,8,Undirected,3.3588
83,9,Undirected,0.38001
83,10,Undirected,5.4027
83,11,Undirected,0.23332
83,14,Undirected,0.1119
83,16,Undirected,1.0933
83,17,Undirected,0.037249
83,19,Undirected,2.6571
83,22,Undirected,0.71536
83,24,Undirected,1.2614
83,27,Undirected,3.7604
83,32,Undirected,0.62058
83,35,Undirected,0.1662
83,36,Undirected,1.2599
83,37,Undirected,1.0834
83,38,Undirected,3.3844
83,39,Undirected,1.5641
83,40,Undirected,0.14892
83,42,Undirected,0.01614
83,44,Undirected,3.0235
83,46,Undirected,0.97756
83,47,Undirected,2.2352
83,48,Undirected,0.95205
83,49,Undirected,2.6208
83,50,Undirected,1.6683
83,51,Undirected,3.9025
83,55,Undirected,0.5183
83,58,Undirected,0.0074506
83,59,Undirected,10.49
83,62,Undirected,0.77537
83,65,Undirected,2.6573
83,67,Undirected,1.9477
83,70,Undirected,0.41302
83,71,Undirected,5.0965
83,74,Undirected,0.96188
83,80,Undirected,2.7866
83,81,Undirected,0.91203
84,1,Undirected,0.95522
84,2,Undirected,0.068569
84,8,Undirected,0.3107
84,9,Undirected,1.0857
84,10,Undirected,2.2132
84,11,Undirected,2.8016
84,13,Undirected,0.68077
84,17,Undirected,0.34696
84,18,Undirected,0.65268
84,22,Undirected,0.93089
84,24,Undirected,2.6486
84,26,Undirected,0.059037
84,29,Undirected,0.35945
84,31,Undirected,1.2303
84,33,Undirected,0.052501
84,36,Undirected,1.559
84,37,Undirected,0.40365
84,38,Undirected,1.4362
84,40,Undirected,0.3789
84,42,Undirected,0.24157
84,46,Undirected,0.09271
84,48,Undirected,1.1308
84,49,Undirected,1.3795
84,51,Undirected,0.28457
84,52,Undirected,0.066078
84,54,Undirected,1.6306
84,56,Undirected,2.0159
84,61,Undirected,0.38308
84,62,Undirected,0.96617
84,64,Undirected,1.6653
84,65,Undirected,1.1828
84,71,Undirected,0.36123
84,72,Undirected,2.1516
84,73,Undirected,0.25516
84,75,Undirected,0.15622
84,79,Undirected,1.9732
84,80,Undirected,0.38004
84,82,Undirected,7.2132
85,0,Undirected,1.5109
85,2,Undirected,0.068998
85,4,Undirected,2.1549
85,5,Undirected,0.1997
85,7,Undirected,1.1361
85,10,Undirected,0.39513
85,11,Undirected,2.336
85,13,Undirected,0.09821
85,15,Undirected,1.0438
85,16,Undirected,0.7018
85,17,Undirected,0.213
85,20,Undirected,2.2202
85,25,Undirected,1.0534
85,26,Undirected,0.28893
85,27,Undirected,0.17394
85,28,Undirected,1.3763
85,30,Undirected,1.2892
85,31,Undirected,0.029204
85,33,Undirected,1.5338
85,36,Undirected,0.27642
85,37,Undirected,2.7446
85,40,Undirected,2.049
85,42,Undirected,0.40189
85,45,Undirected,2.1866
85,46,Undirected,1.5198
85,47,Undirected,0.49053
85,50,Undirected,0.10243
85,51,Undirected,1.7138
85,53,Undirected,2.0293
85,54,Undirected,1.7255
85,55,Undirected,1.3852
85,57,Undirected,1.3376
85,58,Undirected,2.2156
85,61,Undirected,0.92565
85,62,Undirected,0.73025
85,64,Undirected,1.2803
85,66,Undirected,4.4452
85,70,Undirected,1.3263
85,71,Undirected,0.31139
85,73,Undirected,4.6667
85,74,Undirected,3.645
85,78,Undirected,0.67387
85,79,Undirected,0.75334
85,80,Undirected,2.3742
85,82,Undirected,1.8485
85,83,Undirected,0.546
85,84,Undirected,0.23905
86,0,Undirected,0.83148
86,4,Undirected,1.4216
86,7,Undirected,1.3771
86,9,Undirected,0.6739
86,10,Undirected,0.81302
86,11,Undirected,2.935
86,22,Undirected,0.80943
86,24,Undirected,0.84164
86,29,Undirected,0.40405
86,30,Undirected,0.49767
86,31,Undirected,0.14922
86,32,Undirected,0.71048
86,38,Undirected,1.3487
86,42,Undirected,1.3278
86,44,Undirected,6.2728
86,45,Undirected,0.48132
86,46,Undirected,0.52582
86,48,Undirected,1.3528
86,49,Undirected,0.25752
86,51,Undirected,1.2489
86,53,Undirected,0.14049
86,57,Undirected,1.0497
86,59,Undirected,0.002344
86,64,Undirected,1.9706
86,65,Undirected,1.3651
86,66,Undirected,0.23033
86,67,Undirected,0.66505
86,69,Undirected,1.182
86,73,Undirected,0.8822
86,77,Undirected,0.018217
86,79,Undirected,4.2204
86,80,Undirected,2.1057
86,82,Undirected,1.8019
86,85,Undirected,1.23
87,0,Undirected,1.063
87,1,Undirected,0.2804
87,2,Undirected,0.18061
87,3,Undirected,1.5397
87,5,Undirected,0.24507
87,6,Undirected,0.66756
87,7,Undirected,3.3514
87,14,Undirected,0.50805
87,18,Undirected,2.4919
87,19,Undirected,2.6738
87,20,Undirected,0.92169
87,22,Undirected,0.48669
87,24,Undirected,1.4163
87,25,Undirected,1.9973
87,28,Undirected,1.0972
87,29,Undirected,1.2767
87,30,Undirected,0.097863
87,33,Undirected,1.1362
87,34,Undirected,0.2231
87,40,Undirected,0.78617
87,41,Undirected,1.5483
87,44,Undirected,0.88323
87,48,Undirected,1.2763
87,50,Undirected,0.12167
87,51,Undirected,0.43469
87,52,Undirected,0.6803
87,53,Undirected,0.78677
87,55,Undirected,0.20847
87,56,Undirected,0.64562
87,57,Undirected,1.7027
87,58,Undirected,1.5058
87,60,Undirected,0.091455
87,61,Undirected,1.3448
87,62,Undirected,0.90067
87,64,Undirected,0.62192
87,65,Undirected,0.093671
87,68,Undirected,0.15085
87,69,Undirected,3.2914
87,70,Undirected,1.5031
87,74,Undirected,3.351
87,76,Undirected,0.098246
87,77,Undirected,0.31286
87,78,Undirected,4.1559
87,83,Undirected,2.9803
87,84,Undirected,2.1826
87,85,Undirected,1.5292
87,86,Undirected,0.22212
88,0,Undirected,2.1496
88,1,Undirected,0.51165
88,2,Undirected,0.31992
88,3,Undirected,3.4664
88,5,Undirected,0.027625
88,9,Undirected,0.39484
88,10,Undirected,3.7361
88,12,Undirected,1.3604
88,13,Undirected,3.9437
88,16,Undirected,1.7257
88,17,Undirected,1.0546
88,18,Undirected,0.18374
88,19,Undirected,1.1795
88,21,Undirected,4.6887
88,22,Undirected,1.5235
88,24,Undirected,3.0558
88,25,Undirected,1.2328
88,26,Undirected,0.9499
88,29,Undirected,2.2603
88,34,Undirected,0.4406
88,38,Undirected,3.1543
88,41,Undirected,2.3658
88,42,Undirected,0.90073
88,44,Undirected,0.40775
88,46,Undirected,0.070938
88,49,Undirected,1.647
88,50,Undirected,5.2452
88,52,Undirected,3.1019
88,53,Undirected,3.3263
88,54,Undirected,2.8511
88,55,Undirected,1.5895
88,56,Undirected,0.94459
88,57,Undirected,3.2825
88,58,Undirected,0.86095
88,59,Undirected,4.7249
88,61,Undirected,2.2867
88,62,Undirected,2.8367
88,63,Undirected,2.5724
88,67,Undirected,0.7493
88,68,Undirected,3.3826
88,69,Undirected,1.573
88,70,Undirected,2.5713
88,72,Undirected,1.1341
88,73,Undirected,0.011856
88,74,Undirected,0.16651
88,76,Undirected,2.4009
88,77,Undirected,0.32101
88,79,Undirected,1.9014
88,81,Undirected,5.8888
88,84,Undirected,2.447
88,85,Undirected,3.3513
88,87,Undirected,1.2331
89,0,Undirected,0.39784
89,1,Undirected,2.4419
89,3,Undirected,0.91538
89,4,Undirected,0.21262
89,6,Undirected,0.58666
89,7,Undirected,1.5964
89,11,Undirected,1.8589
89,12,Undirected,0.34251
89,14,Undirected,2.2731
89,17,Undirected,0.42855
89,19,Undirected,0.50149
89,20,Undirected,0.86068
89,25,Undirected,0.071794
89,26,Undirected,0.88222
89,28,Undirected,0.18942
89,30,Undirected,2.0421
89,31,Undirected,0.88991
89,37,Undirected,2.7186
89,40,Undirected,0.50461
89,41,Undirected,0.10381
89,42,Undirected,0.28944
89,43,Undirected,1.4308
89,45,Undirected,5.9784
89,46,Undirected,0.30222
89,47,Undirected,1.177
89,48,Undirected,1.6086
89,53,Undirected,2.567
89,54,Undirected,0.69383
89,56,Undirected,0.74272
89,58,Undirected,0.49997
89,60,Undirected,0.55425
89,64,Undirected,0.63538
89,67,Undirected,1.6486
89,68,Undirected,0.27641
89,69,Undirected,4.0865
89,70,Undirected,0.67355
89,73,Undirected,1.8734
89,74,Undirected,0.25487
89,76,Undirected,2.0083
89,77,Undirected,2.6282
89,82,Undirected,0.78294
89,83,Undirected,2.4988
89,87,Undirected,2.2694
89,88,Undirected,1.7693
90,0,Undirected,1.7738
90,2,Undirected,1.0649
90,5,Undirected,1.0742
90,7,Undirected,1.2313
90,9,Undirected,2.1747
90,12,Undirected,0.35734
90,13,Undirected,2.3641
90,16,Undirected,1.5087
90,18,Undirected,2.1598
90,20,Undirected,0.73974
90,24,Undirected,1.4861
90,27,Undirected,0.58288
90,29,Undirected,0.72032
90,31,Undirected,0.96716
90,32,Undirected,0.85589
90,35,Undirected,1.2752
