Source,Target,Type,Weight
19,2,Undirected,2.5338
19,5,Undirected,0.94729
19,7,Undirected,2.1171
19,8,Undirected,0.80083
19,9,Undirected,1.9147
19,13,Undirected,0.17573
19,14,Undirected,0.80414
19,15,Undirected,0.049214
19,18,Undirected,0.65908
20,2,Undirected,5.3645
20,7,Undirected,4.7974
20,8,Undirected,12.512
20,9,Undirected,3.5276
20,10,Undirected,1.6305
20,13,Undirected,1.1173
20,14,Undirected,1.218
20,19,Undirected,7.6494
21,0,Undirected,1.4679
21,1,Undirected,0.22926
21,2,Undirected,3.8215
21,4,Undirected,0.034168
21,5,Undirected,2.8224
21,7,Undirected,7.1294
21,10,Undirected,0.54332
21,11,Undirected,0.76753
21,12,Undirected,0.13528
21,15,Undirected,1.0835
21,18,Undirected,1.2073
21,19,Undirected,3.4208
21,20,Undirected,10.191
22,0,Undirected,11.618
22,1,Undirected,10.732
22,3,Undirected,1.8373
22,9,Undirected,2.5664
22,13,Undirected,2.5632
22,15,Undirected,0.25926
22,16,Undirected,1.1131
22,17,Undirected,0.042979
22,18,Undirected,4.2643
22,20,Undirected,0.66034
23,1,Undirected,2.2577
23,2,Undirected,0.30408
23,3,Undirected,2.1971
23,5,Undirected,3.0329
23,6,Undirected,1.3776
23,8,Undirected,2.2833
23,11,Undirected,1.9617
23,13,Undirected,1.0359
23,16,Undirected,3.2217
23,18,Undirected,2.5628
23,19,Undirected,0.1776
23,20,Undirected,2.7343
23,22,Undirected,2.8984
24,0,Undirected,4.0985
24,1,Undirected,6.1476
24,4,Undirected,0.24253
24,6,Undirected,3.5566
24,9,Undirected,3.5511
24,12,Undirected,2.5875
24,13,Undirected,12.147
24,14,Undirected,2.8373
24,15,Undirected,1.8807
24,16,Undirected,2.4737
24,19,Undirected,1.0799
24,20,Undirected,5.8372
24,21,Undirected,0.8081
25,0,Undirected,2.8299
25,2,Undirected,1.7479
25,3,Undirected,0.29702
25,6,Undirected,0.88183
25,8,Undirected,5.2065
25,10,Undirected,2.3694
25,11,Undirected,6.6651
25,12,Undirected,2.701
25,13,Undirected,0.64933
25,15,Undirected,1.4539
25,17,Undirected,0.83949
25,18,Undirected,5.0367
25,19,Undirected,1.3927
25,21,Undirected,0.20343
26,1,Undirected,0.91518
26,2,Undirected,4.0577
26,3,Undirected,3.1681
26,5,Undirected,18.405
26,7,Undirected,5.9203
26,9,Undirected,5.0064
26,12,Undirected,10.684
26,13,Undirected,6.3662
26,15,Undirected,0.4371
26,19,Undirected,5.8479
26,21,Undirected,4.0123
26,22,Undirected,1.8183
26,23,Undirected,0.16345
26,24,Undirected,1.2033
26,25,Undirected,1.3102
27,1,Undirected,0.14114
27,4,Undirected,6.3324
27,5,Undirected,2.6534
27,6,Undirected,5.4415
27,8,Undirected,0.14922
27,9,Undirected,0.3234
27,10,Undirected,1.4121
27,11,Undirected,1.7647
27,12,Undirected,9.4257
27,13,Undirected,1.7951
27,16,Undirected,4.147
27,17,Undirected,0.98057
27,22,Undirected,1.8335
27,25,Undirected,5.2672
28,0,Undirected,7.7643
28,1,Undirected,10.038
28,4,Undirected,4.8863
28,9,Undirected,4.2822
28,11,Undirected,16.134
28,13,Undirected,0.31785
28,15,Undirected,0.079789
28,16,Undirected,4.194
28,17,Undirected,8.6878
28,20,Undirected,0.28515
28,21,Undirected,2.4694
28,22,Undirected,3.6501
28,24,Undirected,0.77936
28,25,Undirected,1.3788
28,26,Undirected,0.032077
29,1,Undirected,5.3497
29,3,Undirected,0.81496
29,4,Undirected,6.8989
29,6,Undirected,0.066246
29,7,Undirected,3.4087
29,9,Undirected,3.8266
29,11,Undirected,2.6229
29,13,Undirected,1.2009
29,14,Undirected,1.9637
29,15,Undirected,0.44361
29,18,Undirected,6.0385
29,19,Undirected,2.6012
29,23,Undirected,3.1935
29,25,Undirected,2.3565
30,0,Undirected,0.39804
30,2,Undirected,1.732
30,3,Undirected,2.6092
30,6,Undirected,4.0864
30,8,Undirected,9.0964
30,9,Undirected,0.4518
30,10,Undirected,7.1023
30,12,Undirected,3.3918
30,14,Undirected,4.3537
30,17,Undirected,0.31729
30,19,Undirected,6.2574
30,20,Undirected,3.4752
30,22,Undirected,0.39217
30,26,Undirected,0.46004
30,27,Undirected,5.7877
30,29,Undirected,0.9866
31,2,Undirected,0.5809
31,3,Undirected,7.1581
31,4,Undirected,0.76531
31,6,Undirected,3.5335
31,8,Undirected,11.347
31,9,Undirected,1.0029
31,10,Undirected,2.4043
31,12,Undirected,1.6734
31,15,Undirected,8.8907
31,16,Undirected,3.1126
31,17,Undirected,0.27051
31,18,Undirected,0.45101
31,19,Undirected,3.9183
31,20,Undirected,5.2921
31,22,Undirected,2.0539
31,23,Undirected,2.2265
31,26,Undirected,1.1448
32,0,Undirected,11.025
32,1,Undirected,6.7897
32,3,Undirected,0.7497
32,5,Undirected,0.58529
32,12,Undirected,1.5187
32,13,Undirected,0.8214
32,17,Undirected,7.5632
32,18,Undirected,2.2811
32,20,Undirected,0.55171
32,22,Undirected,10.971
32,25,Undirected,1.1966
32,29,Undirected,0.55914
32,30,Undirected,1.9265
33,7,Undirected,4.3764
33,9,Undirected,5.1459
33,10,Undirected,1.0689
33,11,Undirected,1.9726
33,13,Undirected,0.40658
33,17,Undirected,3.7521
33,19,Undirected,0.40523
33,21,Undirected,3.2176
33,22,Undirected,1.6129
33,23,Undirected,2.0339
33,24,Undirected,8.8085
33,25,Undirected,5.222
33,27,Undirected,3.1079
33,29,Undirected,4.4416
33,30,Undirected,0.31132
33,31,Undirected,0.97008
33,32,Undirected,1.6932
34,0,Undirected,0.90165
34,1,Undirected,0.82684
34,3,Undirected,1.7811
34,4,Undirected,1.6712
34,5,Undirected,3.3655
34,6,Undirected,0.23006
34,8,Undirected,0.93893
34,9,Undirected,1.9926
34,11,Undirected,0.41977
34,13,Undirected,11.363
34,14,Undirected,5.0595
34,16,Undirected,1.048
34,17,Undirected,2.0876
34,18,Undirected,3.2039
34,19,Undirected,0.75537
34,21,Undirected,2.9929
34,24,Undirected,8.4912
34,25,Undirected,3.1159
34,26,Undirected,1.9462
34,27,Undirected,0.55624
34,29,Undirected,3.8688
34,30,Undirected,0.84291
34,31,Undirected,1.6924
34,33,Undirected,1.5239
35,1,Undirected,3.5658
35,2,Undirected,0.62975
35,3,Undirected,2.3501
35,4,Undirected,0.049788
35,5,Undirected,1.5486
35,6,Undirected,1.9561
35,7,Undirected,2.6156
35,9,Undirected,2.2103
35,10,Undirected,1.9566
35,13,Undirected,1.1898
35,14,Undirected,2.954
35,23,Undirected,9.7435
35,24,Undirected,1.2699
35,25,Undirected,11.958
35,26,Undirected,2.03
35,27,Undirected,2.5687
35,30,Undirected,4.3845
35,33,Undirected,6.2789
36,0,Undirected,14.321
36,1,Undirected,3.3479
36,2,Undirected,1.8888
36,5,Undirected,0.33981
36,8,Undirected,1.4321
36,9,Undirected,1.8542
36,10,Undirected,2.1143
36,11,Undirected,1.0687
36,12,Undirected,2.332
36,15,Undirected,0.95169
36,16,Undirected,1.7272
36,17,Undirected,3.8855
36,18,Undirected,0.04596
36,20,Undirected,2.9063
36,21,Undirected,0.14053
36,22,Undirected,6.1648
36,24,Undirected,1.6599
36,26,Undirected,0.91217
36,27,Undirected,2.4316
36,28,Undirected,8.6413
36,29,Undirected,3.6315
36,32,Undirected,1.8981
36,34,Undirected,1.0449
37,2,Undirected,0.68206
37,8,Undirected,2.2607
37,9,Undirected,2.6134
37,10,Undirected,3.6475
37,11,Undirected,0.20154
37,13,Undirected,5.6127
37,14,Undirected,0.090343
37,15,Undirected,1.388
37,16,Undirected,1.5414
37,17,Undirected,2.6401
37,18,Undirected,1.7532
37,19,Undirected,3.6792
37,22,Undirected,0.85877
37,24,Undirected,3.2955
37,25,Undirected,0.79443
37,26,Undirected,0.37282
37,27,Undirected,0.98155
37,29,Undirected,0.44383
37,30,Undirected,0.75329
37,32,Undirected,2.3801
37,33,Undirected,3.1792
37,34,Undirected,6.1357
37,35,Undirected,3.5192
37,36,Undirected,4.7285
38,0,Undirected,1.3235
38,1,Undirected,1.7549
38,3,Undirected,2.0226
38,6,Undirected,1.0227
38,8,Undirected,2.2923
38,9,Undirected,0.3642
38,11,Undirected,1.4381
38,15,Undirected,0.072885
38,16,Undirected,9.9642
38,17,Undirected,3.359
38,19,Undirected,8.9985
38,20,Undirected,6.8854
38,23,Undirected,0.085973
38,27,Undirected,7.047
38,28,Undirected,1.7748
38,30,Undirected,1.0395
38,31,Undirected,1.198
38,33,Undirected,0.14448
38,35,Undirected,5.7629
38,36,Undirected,0.038566
39,1,Undirected,2.6135
39,4,Undirected,0.93103
39,5,Undirected,8.9937
39,6,Undirected,7.7029
39,7,Undirected,5.8894
39,8,Undirected,1.854
39,10,Undirected,6.7036
39,11,Undirected,6.5875
39,13,Undirected,2.7707
39,14,Undirected,5.3135
39,15,Undirected,5.7763
39,16,Undirected,8.7152
39,21,Undirected,3.2724
39,29,Undirected,0.14056
39,30,Undirected,2.2822
39,31,Undirected,2.3144
39,34,Undirected,0.76151
39,35,Undirected,0.36179
39,37,Undirected,2.8207
39,38,Undirected,4.1158
40,0,Undirected,0.85335
40,1,Undirected,0.21031
40,2,Undirected,1.4277
40,3,Undirected,0.72124
40,4,Undirected,1.8405
40,9,Undirected,0.98784
40,10,Undirected,1.2332
40,15,Undirected,0.56814
40,16,Undirected,0.083776
40,18,Undirected,4.1707
40,20,Undirected,1.41
40,22,Undirected,2.4543
40,23,Undirected,6.5037
40,24,Undirected,2.7083
40,26,Undirected,2.1803
40,29,Undirected,4.1401
40,32,Undirected,0.73033
40,34,Undirected,5.7144
40,35,Undirected,4.1774
40,36,Undirected,0.30471
40,38,Undirected,3.4143
40,39,Undirected,0.39283
41,6,Undirected,0.32174
41,9,Undirected,0.80686
41,15,Undirected,0.13
41,16,Undirected,0.057371
41,18,Undirected,4.0724
41,22,Undirected,1.0446
41,23,Undirected,0.98542
41,24,Undirected,2.0454
41,25,Undirected,1.7235
41,26,Undirected,0.88238
41,28,Undirected,0.97055
41,29,Undirected,1.2663
41,30,Undirected,0.24791
41,31,Undirected,0.30299
41,33,Undirected,9.8255
41,34,Undirected,5.4106
41,36,Undirected,0.92078
41,37,Undirected,2.6077
41,38,Undirected,1.1121
41,39,Undirected,1.1962
41,40,Undirected,4.065
42,0,Undirected,1.1774
42,1,Undirected,1.6435
42,3,Undirected,1.4008
42,4,Undirected,0.89937
42,5,Undirected,0.25353
42,6,Undirected,1.2529
42,10,Undirected,3.8088
42,14,Undirected,0.34518
42,15,Undirected,2.699
42,19,Undirected,3.1878
42,20,Undirected,0.73657
42,21,Undirected,0.80789
42,22,Undirected,0.12414
42,23,Undirected,6.1315
42,25,Undirected,6.3466
42,26,Undirected,0.99246
42,27,Undirected,3.2237
42,28,Undirected,0.62404
42,29,Undirected,3.9418
42,30,Undirected,1.543
42,33,Undirected,4.4264
42,35,Undirected,4.7098
42,37,Undirected,0.27612
42,38,Undirected,2.3401
42,41,Undirected,1.5132
43,7,Undirected,2.7922
43,8,Undirected,7.7504
43,10,Undirected,1.5053
43,13,Undirected,0.0033031
43,14,Undirected,1.7659
43,17,Undirected,0.70906
43,19,Undirected,4.8691
43,20,Undirected,6.1584
43,21,Undirected,0.992
43,26,Undirected,0.38508
43,28,Undirected,0.15434
43,29,Undirected,0.19234
43,31,Undirected,1.7384
43,32,Undirected,2.6523
43,34,Undirected,1.3614
43,35,Undirected,0.72183
43,36,Undirected,0.89907
43,38,Undirected,6.2062
43,40,Undirected,1.0661
43,41,Undirected,0.52269
44,1,Undirected,1.4793
44,3,Undirected,2.473
44,4,Undirected,1.5542
44,6,Undirected,0.54313
44,9,Undirected,1.8582
44,12,Undirected,1.2271
44,13,Undirected,0.96295
44,15,Undirected,0.18787
44,16,Undirected,2.7881
44,18,Undirected,1.0916
44,20,Undirected,1.7818
44,22,Undirected,0.20008
44,23,Undirected,5.2543
44,25,Undirected,3.1373
44,29,Undirected,4.7408
44,31,Undirected,3.1538
44,32,Undirected,0.80554
44,34,Undirected,0.40486
44,35,Undirected,4.9107
44,40,Undirected,14.017
44,41,Undirected,12.203
45,7,Undirected,0.60058
45,8,Undirected,3.1528
45,15,Undirected,1.4568
45,24,Undirected,0.2477
45,26,Undirected,2.1891
45,27,Undirected,3.3754
45,28,Undirected,0.26107
45,30,Undirected,2.6049
45,31,Undirected,2.3686
45,32,Undirected,1.0806
45,34,Undirected,0.8193
45,36,Undirected,0.13635
45,37,Undirected,1.2959
45,38,Undirected,2.8398
45,39,Undirected,1.2558
45,43,Undirected,3.8409
45,44,Undirected,1.7348
46,2,Undirected,5.1846
46,4,Undirected,0.13278
46,5,Undirected,0.081253
46,6,Undirected,0.44003
46,12,Undirected,1.6326
46,13,Undirected,1.8214
46,15,Undirected,1.6888
46,19,Undirected,0.48301
46,21,Undirected,3.6279
46,22,Undirected,2.6497
46,26,Undirected,4.0944
46,28,Undirected,0.36863
46,29,Undirected,0.56647
46,30,Undirected,0.3198
46,31,Undirected,2.5633
46,32,Undirected,1.631
46,34,Undirected,2.8524
46,35,Undirected,0.78631
46,36,Undirected,1.3717
46,37,Undirected,1.6346
46,39,Undirected,0.63406
46,40,Undirected,2.2478
46,41,Undirected,2.2119
46,42,Undirected,0.17443
46,43,Undirected,3.0451
46,44,Undirected,1.1258
46,45,Undirected,2.5865
47,0,Undirected,0.48883
47,2,Undirected,0.62338
47,4,Undirected,2.2668
47,5,Undirected,1.616
47,7,Undirected,0.77593
47,9,Undirected,0.33014
47,11,Undirected,2.2639
47,12,Undirected,0.4041
47,13,Undirected,1.6026
47,15,Undirected,0.68377
47,17,Undirected,0.59572
47,18,Undirected,0.0045412
47,20,Undirected,0.019778
47,22,Undirected,0.14276
47,23,Undirected,2.7546
47,25,Undirected,1.816
47,26,Undirected,0.53338
47,27,Undirected,0.71087
47,29,Undirected,0.35411
47,32,Undirected,2.4282
47,33,Undirected,1.9105
47,34,Undirected,2.437
47,36,Undirected,1.6518
47,37,Undirected,3.2326
47,38,Undirected,5.8282
47,43,Undirected,2.6415
47,44,Undirected,0.40632
47,46,Undirected,1.2661
48,2,Undirected,2.8265
48,6,Undirected,5.7073
48,7,Undirected,3.5048
48,10,Undirected,4.1966
48,11,Undirected,2.8303
48,12,Undirected,1.546
48,13,Undirected,0.29243
48,14,Undirected,3.6069
48,15,Undirected,2.7844
48,16,Undirected,3.453
48,24,Undirected,0.6362
48,28,Undirected,0.2448
48,31,Undirected,3.511
48,37,Undirected,2.0575
48,39,Undirected,3.564
48,40,Undirected,1.0099
48,42,Undirected,0.78443
48,45,Undirected,3.1983
48,46,Undirected,3.5681
48,47,Undirected,6.0812
49,0,Undirected,3.7776
49,4,Undirected,2.075
49,8,Undirected,0.26955
49,12,Undirected,2.1692
49,15,Undirected,0.73133
49,18,Undirected,1.544
49,20,Undirected,1.8998
49,24,Undirected,0.20467
49,25,Undirected,0.31756
49,26,Undirected,1.6121
49,27,Undirected,0.21936
49,28,Undirected,0.76447
49,30,Undirected,0.03052
49,33,Undirected,1.0989
49,36,Undirected,1.1459
49,37,Undirected,0.03776
49,38,Undirected,1.0742
49,39,Undirected,1.3622
49,47,Undirected,3.0353
49,48,Undirected,0.69247
50,0,Undirected,2.8528
50,2,Undirected,1.4004
50,3,Undirected,0.21732
50,6,Undirected,1.465
50,7,Undirected,6.0275
50,8,Undirected,1.0026
50,9,Undirected,1.3037
50,10,Undirected,3.5532
50,15,Undirected,2.0334
50,16,Undirected,7.9164
50,17,Undirected,0.20868
50,18,Undirected,1.4491
50,23,Undirected,1.7982
50,27,Undirected,0.90403
50,28,Undirected,1.587
50,29,Undirected,2.9758
50,31,Undirected,0.2346
50,32,Undirected,1.1749
50,41,Undirected,1.654
50,42,Undirected,0.63181
50,45,Undirected,4.0133
50,46,Undirected,2.4161
50,47,Undirected,0.48789
50,49,Undirected,0.24268
51,0,Undirected,0.82831
51,1,Undirected,1.781
51,4,Undirected,1.8135
51,7,Undirected,1.9357
51,9,Undirected,2.0743
51,12,Undirected,1.2995
51,15,Undirected,0.26886
51,17,Undirected,1.7847
51,20,Undirected,2.3028
51,25,Undirected,1.567
51,30,Undirected,0.29233
51,31,Undirected,0.54358
51,33,Undirected,0.93552
51,35,Undirected,6.3263
51,37,Undirected,0.62308
51,38,Undirected,3.3406
51,42,Undirected,0.21242
51,45,Undirected,0.04779
51,46,Undirected,2.0977
51,47,Undirected,0.81377
52,0,Undirected,0.10258
52,3,Undirected,1.4115
52,4,Undirected,0.75766
52,10,Undirected,1.322
52,12,Undirected,2.4016
52,13,Undirected,0.23794
52,17,Undirected,1.1019
52,18,Undirected,1.8974
52,19,Undirected,1.3292
52,20,Undirected,0.29501
52,21,Undirected,1.2159
52,23,Undirected,0.61951
52,26,Undirected,3.4014
52,28,Undirected,1.0364
52,30,Undirected,4.6383
52,31,Undirected,0.752
52,35,Undirected,0.4853
52,36,Undirected,0.28984
52,37,Undirected,0.95702
52,39,Undirected,0.80562
52,40,Undirected,2.1297
52,41,Undirected,0.85727
52,43,Undirected,2.6833
52,45,Undirected,1.3
52,46,Undirected,2.3435
52,47,Undirected,3.158
52,48,Undirected,11.486
53,0,Undirected,2.0312
53,1,Undirected,0.65447
53,2,Undirected,2.3584
53,3,Undirected,0.38557
53,5,Undirected,1.7359
53,8,Undirected,2.4885
53,9,Undirected,0.38951
53,10,Undirected,0.33823
53,13,Undirected,1.5483
53,17,Undirected,1.1786
53,18,Undirected,0.80539
53,22,Undirected,1.4566
53,27,Undirected,4.3056
53,33,Undirected,2.4144
53,34,Undirected,0.1322
53,35,Undirected,0.53761
53,37,Undirected,0.95165
53,38,Undirected,2.1024
53,46,Undirected,3.8662
53,48,Undirected,2.9287
53,50,Undirected,3.5408
53,51,Undirected,0.2512
53,52,Undirected,1.5582
54,1,Undirected,1.1149
54,2,Undirected,4.9248
54,3,Undirected,1.6196
54,4,Undirected,1.0474
54,7,Undirected,1.1569
54,8,Undirected,2.3805
54,14,Undirected,1.0608
54,15,Undirected,2.0916
54,16,Undirected,1.5284
54,18,Undirected,0.20673
54,20,Undirected,1.9517
54,21,Undirected,1.6768
54,22,Undirected,1.5413
54,26,Undirected,5.6542
54,27,Undirected,1.926
54,28,Undirected,1.576
54,29,Undirected,0.29775
54,31,Undirected,1.7269
54,35,Undirected,0.25317
54,40,Undirected,2.2741
54,42,Undirected,0.39804
54,43,Undirected,3.9966
54,44,Undirected,0.2827
54,45,Undirected,4.4623
54,46,Undirected,5.9875
54,47,Undirected,0.7186
54,48,Undirected,1.3891
54,50,Undirected,1.0357
54,51,Undirected,0.61154
54,52,Undirected,2.1508
54,53,Undirected,0.84996
55,0,Undirected,3.3471
55,1,Undirected,0.42832
55,2,Undirected,0.42853
55,4,Undirected,1.7774
55,5,Undirected,2.9348
55,7,Undirected,4.9164
55,8,Undirected,1.6329
55,9,Undirected,0.023677
55,11,Undirected,0.94491
55,16,Undirected,1.693
55,18,Undirected,0.42336
55,22,Undirected,1.9112
55,25,Undirected,3.2913
55,30,Undirected,0.15488
55,31,Undirected,1.3834
55,32,Undirected,0.14846
55,34,Undirected,1.556
55,36,Undirected,2.1645
55,37,Undirected,1.4778
55,38,Undirected,2.7692
55,39,Undirected,1.9268
55,43,Undirected,2.9425
55,44,Undirected,0.25143
55,45,Undirected,3.4326
55,46,Undirected,2.9826
55,47,Undirected,0.45343
55,49,Undirected,0.97054
55,50,Undirected,3.3948
55,52,Undirected,0.91302
55,53,Undirected,0.88859
55,54,Undirected,1.653
56,2,Undirected,4.7485
56,3,Undirected,4.6399
56,5,Undirected,4.329
56,6,Undirected,7.0546
56,7,Undirected,0.95776
56,8,Undirected,3.1838
56,9,Undirected,2.0094
56,14,Undirected,1.3771
56,16,Undirected,1.0729
56,17,Undirected,2.1924
56,21,Undirected,1.2284
56,22,Undirected,2.9006
56,26,Undirected,0.0019148
56,27,Undirected,9.0506
56,29,Undirected,4.2269
56,31,Undirected,0.45296
56,32,Undirected,1.4599
56,34,Undirected,1.0248
56,37,Undirected,0.11368
56,39,Undirected,1.514
56,42,Undirected,1.7043
56,44,Undirected,3.6989
56,46,Undirected,3.796
56,48,Undirected,1.9571
56,49,Undirected,1.9046
56,50,Undirected,0.013088
56,51,Undirected,1.2734
56,52,Undirected,3.0519
56,54,Undirected,1.8275
56,55,Undirected,1.5353
57,2,Undirected,0.65192
57,3,Undirected,3.6822
57,4,Undirected,0.5411
57,5,Undirected,0.10271
57,6,Undirected,0.30942
57,9,Undirected,1.2553
57,13,Undirected,2.7024
57,16,Undirected,1.4024
57,18,Undirected,1.5017
57,20,Undirected,1.2921
57,22,Undirected,1.0891
57,24,Undirected,0.09131
57,27,Undirected,5.2671
57,28,Undirected,0.19973
57,29,Undirected,0.57297
57,32,Undirected,3.2937
57,35,Undirected,2.5629
57,38,Undirected,3.8166
57,40,Undirected,1.8157
57,43,Undirected,3.5789
57,44,Undirected,1.8041
57,45,Undirected,0.10932
57,46,Undirected,0.83315
57,50,Undirected,4.0054
57,52,Undirected,0.62403
57,55,Undirected,4.0265
57,56,Undirected,0.1265
58,0,Undirected,2.9834
58,1,Undirected,0.73808
58,2,Undirected,5.574
58,4,Undirected,1.7624
58,6,Undirected,4.8773
58,10,Undirected,0.83094
58,11,Undirected,0.87651
58,13,Undirected,1.2369
58,14,Undirected,2.0761
58,15,Undirected,2.6142
58,18,Undirected,2.6185
58,19,Undirected,2.9093
58,20,Undirected,1.4762
58,22,Undirected,1.2147
58,23,Undirected,1.5093
58,30,Undirected,4.6286
58,31,Undirected,2.6698
58,34,Undirected,0.43851
58,36,Undirected,2.2419
58,37,Undirected,2.0827
58,39,Undirected,1.3693
58,45,Undirected,2.1445
58,46,Undirected,3.1046
58,47,Undirected,0.99444
58,52,Undirected,4.4679
58,54,Undirected,0.90914
58,55,Undirected,1.3974
58,57,Undirected,4.7369
59,0,Undirected,2.2146
59,1,Undirected,1.5021
59,4,Undirected,0.5069
59,6,Undirected,2.0181
59,9,Undirected,0.36417
59,12,Undirected,1.1495
59,13,Undirected,1.698
59,17,Undirected,2.1734
59,20,Undirected,1.253
59,25,Undirected,0.99214
59,26,Undirected,1.5044
59,30,Undirected,3.7961
59,33,Undirected,0.79601
59,34,Undirected,0.21768
59,35,Undirected,1.8076
59,37,Undirected,1.1974
59,38,Undirected,2.3139
59,46,Undirected,1.8023
59,47,Undirected,0.96646
59,50,Undirected,1.0909
59,52,Undirected,1.252
59,53,Undirected,0.05045
59,54,Undirected,0.83664
59,56,Undirected,0.15715
60,1,Undirected,1.3485
60,2,Undirected,0.44839
60,4,Undirected,1.7226
60,8,Undirected,0.98456
60,10,Undirected,1.2992
60,20,Undirected,0.46552
60,22,Undirected,1.4987
60,26,Undirected,0.37796
60,28,Undirected,1.1568
60,30,Undirected,0.43067
60,33,Undirected,0.4364
60,34,Undirected,0.93604
60,36,Undirected,0.89882
60,37,Undirected,0.7202
60,38,Undirected,2.5894
60,39,Undirected,4.9749
60,46,Undirected,1.9757
60,47,Undirected,1.2556
60,49,Undirected,3.5998
60,50,Undirected,0.92229
60,51,Undirected,2.9134
60,52,Undirected,0.77437
60,55,Undirected,0.62736
60,59,Undirected,3.6334
61,1,Undirected,2.5512
61,5,Undirected,1.78
61,7,Undirected,2.7251
61,9,Undirected,0.33373
61,11,Undirected,0.30977
61,14,Undirected,1.5914
61,15,Undirected,0.66453
61,16,Undirected,1.0036
61,17,Undirected,0.9102
61,19,Undirected,0.85405
61,21,Undirected,0.24009
61,27,Undirected,1.0599
61,29,Undirected,2.2631
61,32,Undirected,2.8519
61,34,Undirected,0.069068
61,35,Undirected,2.0251
61,38,Undirected,5.4767
61,41,Undirected,0.61835
61,43,Undirected,3.2156
61,46,Undirected,0.88591
61,47,Undirected,1.6192
61,48,Undirected,4.6748
61,49,Undirected,1.6502
61,53,Undirected,3.2606
61,54,Undirected,2.4872
61,55,Undirected,3.1653
61,56,Undirected,3.0711
61,58,Undirected,2.6672
62,1,Undirected,0.011415
62,2,Undirected,1.4149
62,3,Undirected,1.9048
62,6,Undirected,1.0399
62,8,Undirected,2.7609
62,12,Undirected,1.8535
62,16,Undirected,2.8877
62,17,Undirected,3.1156
62,21,Undirected,2.6439
62,22,Undirected,2.3956
62,27,Undirected,5.4781
62,30,Undirected,1.4935
62,37,Undirected,0.2513
62,39,Undirected,0.12159
62,40,Undirected,1.4442
62,41,Undirected,0.27481
62,42,Undirected,2.709
62,43,Undirected,0.69719
62,44,Undirected,2.4925
62,45,Undirected,3.0629
62,47,Undirected,0.77646
62,48,Undirected,3.8172
62,49,Undirected,3.6875
62,53,Undirected,1.7965
62,55,Undirected,3.5427
62,56,Undirected,0.99038
62,58,Undirected,6.9381
63,0,Undirected,2.718
63,6,Undirected,0.41628
63,7,Undirected,0.25358
63,9,Undirected,0.092036
63,15,Undirected,3.3015
63,17,Undirected,0.016324
63,18,Undirected,3.3676
