Source,Target,Type,Weight
64,9,Undirected,1.6055
64,13,Undirected,3.8707
64,15,Undirected,0.35307
64,16,Undirected,3.206
64,17,Undirected,2.9377
64,19,Undirected,2.9151
64,22,Undirected,0.76342
64,23,Undirected,0.50785
64,25,Undirected,2.2017
64,27,Undirected,3.1477
64,28,Undirected,0.32153
64,30,Undirected,1.1137
64,31,Undirected,1.5656
64,32,Undirected,2.6941
64,34,Undirected,4.5121
64,35,Undirected,2.434
64,36,Undirected,0.56134
64,37,Undirected,2.4821
64,39,Undirected,2.0375
64,45,Undirected,2.8334
64,47,Undirected,3.4018
64,48,Undirected,1.138
64,50,Undirected,2.9528
64,51,Undirected,0.45686
64,52,Undirected,0.41985
64,53,Undirected,4.1659
64,55,Undirected,0.84336
64,56,Undirected,1.0696
64,61,Undirected,0.91052
64,62,Undirected,2.8298
64,63,Undirected,0.31616
65,0,Undirected,3.1341
65,1,Undirected,3.2988
65,4,Undirected,1.2126
65,8,Undirected,3.7735
65,11,Undirected,3.1514
65,12,Undirected,5.8303
65,13,Undirected,4.1499
65,14,Undirected,0.40799
65,16,Undirected,0.41953
65,18,Undirected,4.4817
65,19,Undirected,0.82277
65,20,Undirected,0.47429
65,21,Undirected,3.1399
65,23,Undirected,6.4371
65,25,Undirected,5.2567
65,27,Undirected,1.812
65,28,Undirected,0.25244
65,30,Undirected,3.6483
65,31,Undirected,1.251
65,32,Undirected,0.83038
65,33,Undirected,4.7536
65,35,Undirected,3.8781
65,38,Undirected,5.1528
65,39,Undirected,2.6625
65,41,Undirected,2.6457
65,42,Undirected,1.6833
65,44,Undirected,1.8114
65,46,Undirected,0.12248
65,50,Undirected,1.5719
65,53,Undirected,1.0481
65,55,Undirected,0.91504
65,57,Undirected,0.40756
65,58,Undirected,0.93415
65,61,Undirected,4.2805
66,7,Undirected,0.46539
66,10,Undirected,0.037477
66,13,Undirected,1.3198
66,17,Undirected,1.6545
66,18,Undirected,0.70821
66,19,Undirected,0.85191
66,22,Undirected,1.9357
66,23,Undirected,3.7733
66,24,Undirected,1.3913
66,27,Undirected,0.72602
66,28,Undirected,0.10336
66,29,Undirected,0.076849
66,30,Undirected,3.4621
66,31,Undirected,0.91614
66,32,Undirected,0.72617
66,33,Undirected,1.9892
66,35,Undirected,2.7127
66,36,Undirected,1.257
66,42,Undirected,0.18089
66,45,Undirected,3.7305
66,46,Undirected,0.64081
66,47,Undirected,0.39686
66,48,Undirected,1.2242
66,51,Undirected,0.85427
66,52,Undirected,1.2539
66,54,Undirected,0.65393
66,60,Undirected,0.097034
66,61,Undirected,2.8298
66,62,Undirected,3.2857
66,64,Undirected,0.88733
67,0,Undirected,1.6811
67,1,Undirected,0.26165
67,2,Undirected,1.7656
67,5,Undirected,0.87682
67,6,Undirected,0.80135
67,9,Undirected,0.27362
67,11,Undirected,0.29223
67,12,Undirected,0.31358
67,14,Undirected,0.14819
67,17,Undirected,0.62198
67,19,Undirected,2.6296
67,21,Undirected,1.4097
67,22,Undirected,0.51768
67,23,Undirected,0.29349
67,24,Undirected,0.053401
67,28,Undirected,1.8384
67,30,Undirected,0.11176
67,31,Undirected,0.62338
67,37,Undirected,0.088839
67,38,Undirected,1.9541
67,39,Undirected,0.17456
67,45,Undirected,1.7613
67,47,Undirected,1.735
67,48,Undirected,0.27616
67,49,Undirected,1.1364
67,52,Undirected,0.71313
67,53,Undirected,0.36488
67,54,Undirected,0.74703
67,55,Undirected,0.011458
67,60,Undirected,0.99744
67,61,Undirected,0.83949
67,63,Undirected,0.39529
67,64,Undirected,0.14654
67,65,Undirected,0.76784
68,1,Undirected,0.76886
68,4,Undirected,0.20937
68,10,Undirected,1.7651
68,11,Undirected,2.2125
68,13,Undirected,1.1136
68,14,Undirected,1.5077
68,15,Undirected,1.0846
68,18,Undirected,0.66608
68,22,Undirected,0.13189
68,25,Undirected,0.66574
68,26,Undirected,2.5971
68,29,Undirected,1.1316
68,30,Undirected,2.9662
68,31,Undirected,0.017518
68,33,Undirected,0.016112
68,37,Undirected,2.9801
68,38,Undirected,0.95115
68,40,Undirected,2.2593
68,45,Undirected,1.401
68,46,Undirected,2.0246
68,47,Undirected,1.6947
68,48,Undirected,1.4064
68,50,Undirected,0.03679
68,51,Undirected,1.5995
68,52,Undirected,0.93025
68,53,Undirected,2.7406
68,54,Undirected,0.087814
68,57,Undirected,4.2469
68,62,Undirected,5.5708
68,65,Undirected,0.64585
68,67,Undirected,0.62804
69,0,Undirected,1.35
69,1,Undirected,0.103
69,2,Undirected,0.82052
69,3,Undirected,0.082544
69,4,Undirected,1.0754
69,5,Undirected,1.1841
69,6,Undirected,0.32048
69,7,Undirected,0.33373
69,10,Undirected,1.5024
69,13,Undirected,0.58517
69,14,Undirected,1.8397
69,16,Undirected,0.69283
69,22,Undirected,1.2248
69,23,Undirected,4.839
69,27,Undirected,0.50366
69,28,Undirected,1.2163
69,29,Undirected,0.50922
69,30,Undirected,0.02192
69,33,Undirected,1.0356
69,34,Undirected,0.082814
69,35,Undirected,1.7273
69,37,Undirected,1.3395
69,40,Undirected,5.0438
69,46,Undirected,0.34101
69,48,Undirected,2.0135
69,52,Undirected,0.88387
69,56,Undirected,0.56874
69,57,Undirected,2.3979
69,58,Undirected,0.45916
69,59,Undirected,0.65671
69,60,Undirected,0.32887
69,61,Undirected,2.94
69,62,Undirected,2.4454
69,64,Undirected,1.2621
69,65,Undirected,2.1886
69,66,Undirected,1.2417
69,68,Undirected,1.3673
70,0,Undirected,2.0064
70,2,Undirected,0.17359
70,3,Undirected,0.62861
70,5,Undirected,0.73128
70,6,Undirected,0.12061
70,9,Undirected,3.3162
70,10,Undirected,0.46982
70,13,Undirected,0.70783
70,14,Undirected,3.4682
70,15,Undirected,2.1691
70,17,Undirected,0.20035
70,19,Undirected,1.8121
70,26,Undirected,0.063653
70,27,Undirected,0.82911
70,29,Undirected,1.8978
70,30,Undirected,1.6257
70,31,Undirected,0.68527
70,32,Undirected,1.344
70,33,Undirected,0.47184
70,34,Undirected,0.96886
70,38,Undirected,9.5996
70,43,Undirected,1.3123
70,44,Undirected,1.8472
70,45,Undirected,4.3719
70,47,Undirected,1.73
70,50,Undirected,1.3711
70,51,Undirected,0.48487
70,54,Undirected,3.2891
70,55,Undirected,3.4654
70,57,Undirected,3.8564
70,61,Undirected,1.8526
70,62,Undirected,3.9851
70,64,Undirected,0.79458
70,65,Undirected,1.2557
70,67,Undirected,0.55167
71,0,Undirected,0.43363
71,1,Undirected,0.80368
71,4,Undirected,1.5787
71,11,Undirected,0.31208
71,13,Undirected,0.16462
71,15,Undirected,0.43842
71,21,Undirected,2.5102
71,27,Undirected,1.7251
71,31,Undirected,0.71094
71,34,Undirected,0.16082
71,37,Undirected,1.3519
71,40,Undirected,1.7191
71,42,Undirected,0.44316
71,45,Undirected,0.036459
71,46,Undirected,0.26664
71,47,Undirected,2.6763
71,48,Undirected,1.1381
71,49,Undirected,1.0448
71,50,Undirected,1.3143
71,52,Undirected,1.7853
71,55,Undirected,0.22523
71,57,Undirected,0.6538
71,59,Undirected,2.372
71,60,Undirected,4.3531
71,62,Undirected,2.2746
71,66,Undirected,0.30038
71,67,Undirected,0.073029
72,0,Undirected,0.39679
72,1,Undirected,0.21073
72,3,Undirected,2.7557
72,4,Undirected,0.16247
72,14,Undirected,0.92044
72,15,Undirected,1.6369
72,16,Undirected,0.32498
72,17,Undirected,0.94634
72,19,Undirected,3.3792
72,21,Undirected,0.54896
72,22,Undirected,0.24878
72,23,Undirected,0.18266
72,24,Undirected,0.62768
72,26,Undirected,1.1657
72,28,Undirected,2.9591
72,31,Undirected,0.43781
72,32,Undirected,0.37247
72,33,Undirected,0.21155
72,34,Undirected,1.9843
72,35,Undirected,1.8019
72,39,Undirected,2.4313
72,41,Undirected,0.37335
72,43,Undirected,0.1773
72,46,Undirected,0.92198
72,47,Undirected,0.078463
72,49,Undirected,1.3279
72,52,Undirected,0.92095
72,53,Undirected,2.9866
72,55,Undirected,0.19461
72,56,Undirected,0.50986
72,57,Undirected,4.5441
72,58,Undirected,0.73308
72,59,Undirected,0.73649
72,61,Undirected,0.010393
72,65,Undirected,1.6244
72,66,Undirected,1.8898
72,69,Undirected,3.2115
72,70,Undirected,2.6378
72,71,Undirected,0.35782
73,1,Undirected,1.7981
73,6,Undirected,0.94158
73,8,Undirected,0.91252
73,9,Undirected,1.7523
73,11,Undirected,1.6039
73,12,Undirected,2.1036
73,15,Undirected,0.094947
73,19,Undirected,0.094876
73,20,Undirected,0.85649
73,25,Undirected,4.1017
73,31,Undirected,0.80665
73,32,Undirected,0.19299
73,33,Undirected,4.5788
73,34,Undirected,5.596
73,35,Undirected,1.6705
73,36,Undirected,0.94376
73,38,Undirected,0.10538
73,39,Undirected,1.6773
73,40,Undirected,1.6244
73,41,Undirected,6.5402
73,42,Undirected,0.33804
73,47,Undirected,6.3743
73,48,Undirected,4.4879
73,49,Undirected,0.20191
73,52,Undirected,3.321
73,54,Undirected,0.067154
73,56,Undirected,5.5408
73,61,Undirected,2.4796
73,62,Undirected,1.5205
73,64,Undirected,1.1371
73,66,Undirected,0.31605
73,68,Undirected,3.8706
73,69,Undirected,0.78109
73,72,Undirected,1.2599
74,0,Undirected,1.1555
74,3,Undirected,2.1997
74,8,Undirected,1.2238
74,15,Undirected,0.34822
74,16,Undirected,1.8816
74,18,Undirected,0.72846
74,20,Undirected,0.70794
74,22,Undirected,1.1754
74,24,Undirected,0.2097
74,25,Undirected,1.9364
74,28,Undirected,0.19546
74,30,Undirected,2.552
74,31,Undirected,2.7954
74,32,Undirected,1.1036
74,33,Undirected,0.83555
74,35,Undirected,2.2841
74,37,Undirected,0.89287
74,43,Undirected,3.034
74,44,Undirected,0.36324
74,45,Undirected,1.8977
74,49,Undirected,0.86008
74,50,Undirected,1.2134
74,52,Undirected,0.64142
74,55,Undirected,2.383
74,56,Undirected,0.22465
74,57,Undirected,3.7578
74,61,Undirected,3.3646
74,62,Undirected,2.0555
74,64,Undirected,5.5155
74,66,Undirected,3.5338
74,67,Undirected,0.32327
74,68,Undirected,3.7244
74,71,Undirected,0.28347
74,72,Undirected,2.1633
74,73,Undirected,5.0927
75,0,Undirected,0.75291
75,1,Undirected,0.056157
75,2,Undirected,1.1883
75,3,Undirected,1.4926
75,5,Undirected,0.0083417
75,6,Undirected,0.39055
75,7,Undirected,0.1224
75,8,Undirected,0.27392
75,17,Undirected,0.076359
75,22,Undirected,0.29034
75,26,Undirected,0.32671
75,31,Undirected,0.11036
75,34,Undirected,0.16944
75,37,Undirected,0.45572
75,42,Undirected,0.10476
75,44,Undirected,0.50799
75,45,Undirected,0.43417
75,47,Undirected,0.23708
75,53,Undirected,0.91193
75,54,Undirected,1.4983
75,55,Undirected,0.40274
75,65,Undirected,0.92682
75,66,Undirected,0.49442
75,67,Undirected,0.0070528
75,68,Undirected,0.19321
75,70,Undirected,0.037731
75,72,Undirected,0.42515
76,0,Undirected,0.46313
76,3,Undirected,0.63932
76,7,Undirected,1.9188
76,11,Undirected,0.083433
76,12,Undirected,0.156
76,19,Undirected,1.3383
76,20,Undirected,1.0729
76,22,Undirected,0.53799
76,23,Undirected,1.2549
76,27,Undirected,2.7879
76,28,Undirected,2.0965
76,33,Undirected,2.4631
76,34,Undirected,0.19353
76,37,Undirected,2.2487
76,39,Undirected,0.058104
76,40,Undirected,8.9204
76,45,Undirected,2.867
76,49,Undirected,0.98695
76,51,Undirected,0.77618
76,55,Undirected,1.1717
76,57,Undirected,2.8824
76,58,Undirected,1.8537
76,60,Undirected,0.75489
76,61,Undirected,0.65695
76,65,Undirected,1.2651
76,66,Undirected,0.66654
76,67,Undirected,0.94231
76,70,Undirected,2.2357
76,71,Undirected,2.6016
76,72,Undirected,3.2732
76,73,Undirected,0.35724
77,2,Undirected,2.5591
77,5,Undirected,2.8086
77,7,Undirected,0.28021
77,11,Undirected,1.9562
77,14,Undirected,0.76996
77,20,Undirected,0.26999
77,22,Undirected,1.3742
77,23,Undirected,5.773
77,24,Undirected,1.5569
77,28,Undirected,0.50449
77,29,Undirected,0.091562
77,31,Undirected,0.91966
77,32,Undirected,0.40724
77,33,Undirected,2.7328
77,37,Undirected,0.75088
77,38,Undirected,4.6951
77,39,Undirected,0.12069
77,41,Undirected,1.7207
77,42,Undirected,0.23388
77,49,Undirected,0.19928
77,50,Undirected,1.9637
77,53,Undirected,3.1874
77,54,Undirected,1.018
77,55,Undirected,1.9596
77,56,Undirected,0.99888
77,57,Undirected,1.9844
77,59,Undirected,2.2302
77,63,Undirected,1.3456
77,64,Undirected,3.4954
77,67,Undirected,0.54711
77,68,Undirected,0.19898
77,69,Undirected,1.5227
77,70,Undirected,0.50781
77,71,Undirected,0.062885
77,73,Undirected,1.0005
77,74,Undirected,0.99088
77,76,Undirected,1.118
78,0,Undirected,1.4014
78,1,Undirected,0.48153
78,4,Undirected,2.4134
78,5,Undirected,2.2646
78,6,Undirected,0.35059
78,7,Undirected,1.6271
78,8,Undirected,2.8235
78,10,Undirected,0.076933
78,11,Undirected,1.6924
78,12,Undirected,1.1412
78,14,Undirected,1.3708
78,16,Undirected,4.4709
78,18,Undirected,0.12366
78,27,Undirected,6.9363
78,29,Undirected,3.2826
78,30,Undirected,1.0791
78,32,Undirected,0.97827
78,36,Undirected,0.10909
78,40,Undirected,0.72334
78,41,Undirected,0.11266
78,42,Undirected,2.1763
78,44,Undirected,0.61509
78,47,Undirected,0.56171
78,48,Undirected,8.9032
78,50,Undirected,3.2992
78,56,Undirected,1.788
78,57,Undirected,0.61548
78,58,Undirected,2.0185
78,61,Undirected,2.3596
78,62,Undirected,1.5707
78,63,Undirected,0.49633
78,66,Undirected,1.3267
78,67,Undirected,0.092949
78,70,Undirected,1.3495
78,71,Undirected,1.0681
78,72,Undirected,3.5087
78,73,Undirected,3.7816
78,75,Undirected,1.3197
79,4,Undirected,1.6796
79,6,Undirected,0.014381
79,8,Undirected,0.14189
79,11,Undirected,0.68058
79,12,Undirected,0.89167
79,15,Undirected,0.073224
79,17,Undirected,1.105
79,19,Undirected,0.91653
79,21,Undirected,0.15734
79,22,Undirected,0.95439
79,24,Undirected,0.24376
79,27,Undirected,1.5238
79,29,Undirected,0.82732
79,31,Undirected,1.4195
79,35,Undirected,2.3688
79,36,Undirected,2.3546
79,44,Undirected,0.19732
79,49,Undirected,4.6724
79,53,Undirected,3.1332
79,54,Undirected,2.8657
79,55,Undirected,0.40229
79,65,Undirected,4.9116
79,68,Undirected,0.45479
79,70,Undirected,0.39187
79,71,Undirected,0.87436
79,73,Undirected,1.2081
79,74,Undirected,0.39389
79,76,Undirected,0.6978
79,78,Undirected,2.5029
80,2,Undirected,1.8532
80,3,Undirected,2.1152
80,7,Undirected,0.72491
80,9,Undirected,1.3335
80,12,Undirected,0.81168
80,15,Undirected,1.1412
80,16,Undirected,0.20697
80,17,Undirected,1.2679
80,19,Undirected,3.8001
80,22,Undirected,0.66388
80,24,Undirected,0.88331
80,28,Undirected,1.8083
80,29,Undirected,0.91145
80,30,Undirected,0.21915
80,32,Undirected,0.9443
80,33,Undirected,1.5916
80,34,Undirected,3.547
80,35,Undirected,3.7333
80,36,Undirected,0.090557
80,40,Undirected,0.09111
80,41,Undirected,5.6373
80,43,Undirected,0.34044
80,45,Undirected,2.5919
80,46,Undirected,0.49117
80,49,Undirected,0.014788
80,50,Undirected,0.6269
80,51,Undirected,1.535
80,52,Undirected,0.4697
80,55,Undirected,0.55724
80,56,Undirected,0.93347
80,57,Undirected,2.3507
80,65,Undirected,1.8657
80,66,Undirected,1.0203
80,69,Undirected,0.93428
80,70,Undirected,1.2405
80,71,Undirected,0.56101
80,72,Undirected,2.1862
80,73,Undirected,2.0414
80,74,Undirected,2.197
80,75,Undirected,2.3409
80,76,Undirected,0.17182
80,77,Undirected,3.962
80,78,Undirected,0.36252
81,1,Undirected,1.1343
81,7,Undirected,1.0699
81,11,Undirected,1.7518
81,13,Undirected,1.1936
81,14,Undirected,0.34768
81,17,Undirected,0.9182
81,18,Undirected,0.037891
81,21,Undirected,0.90325
81,23,Undirected,0.25062
81,24,Undirected,0.11216
81,26,Undirected,1.1304
81,27,Undirected,0.8559
81,30,Undirected,0.17177
81,31,Undirected,1.7381
81,36,Undirected,1.2852
81,38,Undirected,1.0931
81,43,Undirected,0.42645
81,44,Undirected,0.40204
81,46,Undirected,2.5748
81,48,Undirected,2.8397
81,51,Undirected,0.010956
81,62,Undirected,0.43972
81,64,Undirected,0.76754
81,65,Undirected,0.83979
81,67,Undirected,1.2007
81,68,Undirected,0.022152
81,70,Undirected,0.1593
81,72,Undirected,1.5082
81,73,Undirected,0.18417
81,74,Undirected,2.7491
81,75,Undirected,1.2226
81,76,Undirected,0.073816
81,77,Undirected,1.2165
81,78,Undirected,0.39928
81,80,Undirected,0.14619
82,0,Undirected,0.64459
82,1,Undirected,1.6516
82,4,Undirected,0.38926
82,5,Undirected,1.5
82,6,Undirected,1.2728
82,7,Undirected,1.5464
82,13,Undirected,0.53664
82,15,Undirected,0.97717
82,17,Undirected,0.30969
82,19,Undirected,1.3393
82,20,Undirected,0.96331
82,28,Undirected,3.733
82,34,Undirected,2.5849
82,35,Undirected,0.72549
82,37,Undirected,2.6216
82,39,Undirected,2.7753
82,40,Undirected,1.8906
82,45,Undirected,2.6292
82,46,Undirected,0.59817
82,47,Undirected,1.308
82,50,Undirected,1.3167
82,52,Undirected,3.5962
82,53,Undirected,0.085581
82,54,Undirected,0.80595
82,56,Undirected,1.7314
82,61,Undirected,0.46742
82,62,Undirected,0.17028
82,63,Undirected,2.5957
82,65,Undirected,0.85919
82,66,Undirected,0.065183
82,70,Undirected,1.9169
82,74,Undirected,0.85606
82,77,Undirected,0.5148
82,78,Undirected,0.023136
82,79,Undirected,2.6363
82,81,Undirected,4.7071
83,1,Undirected,0.091375
83,4,Undirected,0.51055
83,5,Undirected,1.2703
83,6,Undirected,0.97516
83,7,Undirected,0.44458
83,8,Undirected,2.8274
83,10,Undirected,2.4688
83,12,Undirected,2.14
83,16,Undirected,2.3568
83,17,Undirected,0.22773
83,18,Undirected,0.51828
83,19,Undirected,1.271
83,21,Undirected,0.55106
83,27,Undirected,1.577
83,29,Undirected,0.7484
83,34,Undirected,0.11018
83,36,Undirected,0.77306
83,37,Undirected,1.6219
83,38,Undirected,2.0021
83,39,Undirected,2.367
83,40,Undirected,0.26611
83,42,Undirected,2.3516
83,44,Undirected,0.13821
83,45,Undirected,1.3367
83,46,Undirected,1.4229
83,47,Undirected,2.4313
83,48,Undirected,1.2739
83,49,Undirected,0.76838
83,50,Undirected,0.52983
83,51,Undirected,4.0654
83,55,Undirected,0.12079
83,59,Undirected,14.906
83,62,Undirected,2.128
83,63,Undirected,1.8127
83,65,Undirected,5.0063
83,66,Undirected,0.98171
83,67,Undirected,0.014787
83,70,Undirected,1.3131
83,71,Undirected,3.5532
83,74,Undirected,0.3553
83,80,Undirected,2.5706
84,3,Undirected,0.76607
84,6,Undirected,0.27076
84,7,Undirected,1.1142
84,9,Undirected,1.876
84,10,Undirected,1.4032
84,13,Undirected,0.92663
84,17,Undirected,0.65915
84,18,Undirected,0.40462
84,22,Undirected,0.98482
84,23,Undirected,2.3859
84,24,Undirected,0.67239
84,25,Undirected,0.056908
84,26,Undirected,1.2604
84,31,Undirected,1.1212
84,33,Undirected,0.097295
84,34,Undirected,0.19183
84,36,Undirected,0.45627
84,38,Undirected,3.997
84,41,Undirected,0.66622
84,44,Undirected,0.78885
84,50,Undirected,0.050858
84,51,Undirected,0.10382
84,52,Undirected,0.98836
84,56,Undirected,2.1825
84,60,Undirected,1.2912
84,61,Undirected,0.30661
84,62,Undirected,0.73846
84,64,Undirected,1.6044
84,67,Undirected,0.34878
84,71,Undirected,0.71418
84,72,Undirected,3.6857
84,73,Undirected,0.87099
84,79,Undirected,3.4241
84,80,Undirected,0.82086
84,82,Undirected,5.421
84,83,Undirected,0.96289
85,0,Undirected,3.3278
85,1,Undirected,1.51
85,4,Undirected,1.6541
85,5,Undirected,0.34299
85,11,Undirected,1.3113
85,12,Undirected,0.73818
85,13,Undirected,2.2431
85,14,Undirected,0.19733
85,15,Undirected,1.782
85,16,Undirected,0.56145
85,17,Undirected,0.044453
85,18,Undirected,2.3258
85,20,Undirected,0.89142
85,23,Undirected,3.95
85,24,Undirected,1.1955
85,25,Undirected,2.3496
85,26,Undirected,2.2736
85,27,Undirected,1.8889
85,28,Undirected,0.31082
85,29,Undirected,1.6452
85,30,Undirected,3.0228
85,31,Undirected,0.48117
85,32,Undirected,0.17462
85,33,Undirected,0.90545
85,34,Undirected,0.21097
85,35,Undirected,0.73828
85,36,Undirected,1.4345
85,37,Undirected,3.2326
85,38,Undirected,2.2994
85,43,Undirected,0.035107
85,44,Undirected,1.665
85,45,Undirected,1.5323
85,47,Undirected,4.9706
85,51,Undirected,0.8934
85,52,Undirected,1.1077
85,53,Undirected,0.78789
85,54,Undirected,4.5531
85,55,Undirected,3.1184
85,57,Undirected,2.2112
85,58,Undirected,0.24386
85,60,Undirected,1.5506
85,61,Undirected,0.42328
85,63,Undirected,0.83694
85,64,Undirected,2.4347
85,66,Undirected,2.8349
85,67,Undirected,2.0462
85,68,Undirected,2.5091
85,70,Undirected,0.46935
85,71,Undirected,1.437
85,73,Undirected,3.091
85,74,Undirected,2.6731
85,75,Undirected,0.26131
85,77,Undirected,0.6752
85,79,Undirected,1.551
85,80,Undirected,2.1091
85,82,Undirected,2.6909
85,84,Undirected,0.59279
86,1,Undirected,0.99438
86,2,Undirected,0.14591
86,7,Undirected,0.23809
86,9,Undirected,2.659
86,10,Undirected,0.066049
86,11,Undirected,2.5168
86,16,Undirected,1.7223
86,17,Undirected,0.12734
86,25,Undirected,0.70441
86,26,Undirected,0.81645
86,28,Undirected,0.66634
86,33,Undirected,1.4151
86,34,Undirected,0.071527
86,36,Undirected,0.23923
86,37,Undirected,1.9262
86,38,Undirected,1.9786
86,40,Undirected,0.40965
86,41,Undirected,0.023487
86,44,Undirected,7.1965
86,48,Undirected,1.6619
86,49,Undirected,1.853
86,51,Undirected,0.20486
86,52,Undirected,1.3874
86,53,Undirected,0.19925
86,58,Undirected,0.22928
86,59,Undirected,0.087693
86,64,Undirected,1.1421
86,66,Undirected,0.27875
86,69,Undirected,0.6219
86,73,Undirected,0.555
86,75,Undirected,0.41951
86,76,Undirected,0.71354
86,79,Undirected,3.665
86,80,Undirected,2.1736
86,81,Undirected,0.79543
86,82,Undirected,2.5697
86,85,Undirected,0.74077
87,0,Undirected,0.5623
87,2,Undirected,0.07496
87,5,Undirected,0.33347
87,7,Undirected,3.0253
87,9,Undirected,0.8958
87,11,Undirected,0.23448
87,12,Undirected,1.7232
87,13,Undirected,0.075501
87,14,Undirected,0.25255
87,17,Undirected,1.0197
87,18,Undirected,1.2006
87,19,Undirected,0.70286
87,20,Undirected,2.8731
87,22,Undirected,1.0196
87,25,Undirected,4.1722
87,27,Undirected,1.3142
87,32,Undirected,0.4164
87,34,Undirected,1.1072
87,37,Undirected,1.1897
87,40,Undirected,3.3899
87,44,Undirected,1.3831
87,46,Undirected,2.4838
87,47,Undirected,1.7382
87,52,Undirected,0.24896
87,55,Undirected,1.2779
87,56,Undirected,1.0922
87,57,Undirected,0.12354
87,58,Undirected,2.0957
87,61,Undirected,2.1618
87,62,Undirected,0.015604
87,63,Undirected,1.618
87,65,Undirected,0.58759
87,66,Undirected,1.2402
87,68,Undirected,4.2498
87,69,Undirected,2.6655
87,70,Undirected,3.4347
87,72,Undirected,0.051575
87,73,Undirected,1.4703
87,74,Undirected,3.7481
87,76,Undirected,2.221
87,77,Undirected,1.7438
87,78,Undirected,2.287
87,83,Undirected,2.3153
87,84,Undirected,0.19217
87,85,Undirected,0.42609
88,0,Undirected,4.2444
88,1,Undirected,1.1132
88,3,Undirected,1.1542
88,4,Undirected,1.6049
88,5,Undirected,3.5204
88,6,Undirected,6.3302
88,8,Undirected,2.0809
88,9,Undirected,1.0365
88,10,Undirected,8.8815
88,12,Undirected,0.28924
88,13,Undirected,3.9408
88,15,Undirected,4.2739
88,16,Undirected,4.0187
88,21,Undirected,2.6746
88,24,Undirected,4.3727
88,28,Undirected,1.0903
88,29,Undirected,2.4793
88,30,Undirected,0.37531
88,31,Undirected,0.039429
88,34,Undirected,1.2345
88,41,Undirected,2.1795
88,42,Undirected,2.4218
88,46,Undirected,1.8117
88,48,Undirected,0.13273
88,49,Undirected,0.017148
88,50,Undirected,6.5385
88,52,Undirected,1.4006
88,53,Undirected,4.8928
88,56,Undirected,1.9262
88,57,Undirected,0.90173
88,58,Undirected,4.8076
88,59,Undirected,1.8138
88,61,Undirected,1.0309
88,62,Undirected,2.2586
88,63,Undirected,0.4391
88,66,Undirected,1.3218
88,67,Undirected,0.058607
88,68,Undirected,2.4426
88,69,Undirected,1.7216
88,71,Undirected,0.2037
88,72,Undirected,2.8814
88,73,Undirected,0.09754
88,75,Undirected,0.89427
88,76,Undirected,2.8427
88,77,Undirected,1.4438
88,79,Undirected,1.5815
88,80,Undirected,0.35922
88,81,Undirected,4.4631
88,84,Undirected,0.2923
88,87,Undirected,1.4845
89,0,Undirected,1.4367
89,1,Undirected,0.16503
89,4,Undirected,0.28529
89,6,Undirected,1.2822
89,9,Undirected,0.029952
89,11,Undirected,0.35471
89,14,Undirected,3.4039
89,21,Undirected,0.43349
89,23,Undirected,0.63219
89,24,Undirected,0.43688
89,25,Undirected,0.55006
89,26,Undirected,3.8373
89,28,Undirected,2.5375
89,35,Undirected,1.5314
89,37,Undirected,0.47033
89,40,Undirected,0.84883
89,42,Undirected,0.44731
89,43,Undirected,2.3442
89,44,Undirected,1.2234
89,45,Undirected,4.0364
89,46,Undirected,1.581
89,47,Undirected,1.4999
89,48,Undirected,2.4813
89,49,Undirected,1.4847
89,50,Undirected,0.55709
89,53,Undirected,1.4323
89,56,Undirected,0.1851
89,64,Undirected,0.86026
89,65,Undirected,1.1542
89,66,Undirected,1.3017
89,67,Undirected,3.6082
89,68,Undirected,0.27475
89,69,Undirected,2.4191
89,70,Undirected,1.2084
89,73,Undirected,3.0011
89,75,Undirected,0.20394
89,76,Undirected,0.65163
89,77,Undirected,4.6029
89,78,Undirected,0.19178
89,83,Undirected,2.0615
89,85,Undirected,0.10759
89,87,Undirected,2.5479
90,0,Undirected,0.29246
90,2,Undirected,1.5694
90,5,Undirected,0.42054
90,7,Undirected,2.5608
90,8,Undirected,0.052528
90,9,Undirected,1.9699
90,14,Undirected,0.067641
90,16,Undirected,1.0321
90,17,Undirected,1.4972
90,20,Undirected,0.25441
90,22,Undirected,1.238
90,24,Undirected,2.5342
90,27,Undirected,0.025128
90,31,Undirected,0.34159
90,33,Undirected,0.42125
90,35,Undirected,1.1543
90,38,Undirected,4.6379
90,41,Undirected,1.6217
90,43,Undirected,0.66171
90,52,Undirected,0.37841
90,54,Undirected,1.1796
90,56,Undirected,1.6211
90,57,Undirected,0.70007
90,59,Undirected,1.2245
90,60,Undirected,6.9735
90,61,Undirected,0.092465
90,64,Undirected,0.32568
90,68,Undirected,0.9059
90,69,Undirected,1.0256
90,70,Undirected,0.78297
90,71,Undirected,5.797
90,72,Undirected,0.82971
90,74,Undirected,1.9048
90,75,Undirected,0.99199
90,78,Undirected,1.3199
90,80,Undirected,0.72736
90,81,Undirected,0.94274
90,82,Undirected,4.3471
90,83,Undirected,5.1827
90,85,Undirected,0.18637
90,86,Undirected,1.7316
90,87,Undirected,1.1068
90,88,Undirected,0.94852
91,4,Undirected,0.54249
91,5,Undirected,0.17405
91,7,Undirected,1.1919
91,8,Undirected,1.6471
91,11,Undirected,0.25735
91,12,Undirected,0.016566
91,13,Undirected,0.80062
91,15,Undirected,0.098617
91,16,Undirected,1.2482
