,NG sim,subject,SC_0.7,SC_0.8,SC_0.9,SC_0.95,SC_0.98,SC_0.99,SC_1
592,0,587,1202,1360,1617,1919,1958,1971,1997
593,0,590,205,731,1328,1556,1772,1784,1857
594,0,593,184,434,1168,1293,1552,1578,1822
595,0,588,261,1252,1584,1742,1869,2027,2030
596,0,596,130,296,780,979,1005,1047,1229
597,0,602,109,146,414,670,728,735,741
598,0,597,150,747,948,1165,1250,1379,1448
599,0,603,163,243,602,667,800,814,857
600,0,601,112,583,714,733,818,841,923
601,0,598,284,575,732,969,1006,1151,1493
602,0,605,112,220,658,764,836,840,1073
603,0,604,161,260,862,996,1115,1162,1189
604,0,599,576,1032,1127,1449,1629,1636,1818
605,0,609,124,196,448,498,541,564,598
606,0,607,171,358,572,665,996,1103,1116
607,0,600,342,1324,1552,1584,1697,1739,2015
608,0,610,137,187,494,722,827,1047,1129
609,0,612,152,215,442,504,700,721,1034
610,0,606,177,269,1022,1180,1711,1718,1982
611,0,614,258,369,503,614,756,783,839
612,0,611,192,340,547,700,1106,1163,1345
613,0,613,183,570,812,883,961,1158,1317
614,0,615,289,368,774,957,1105,1124,1257
615,0,618,158,220,373,632,859,960,1006
616,0,617,581,698,911,1080,1285,1425,1474
617,0,623,224,342,562,660,925,933,941
618,0,621,112,149,346,482,586,595,1205
619,0,625,124,166,293,343,689,756,774
620,0,624,102,245,493,647,805,862,997
621,0,619,301,661,1181,1257,1391,1414,1530
622,0,608,146,1813,2259,2498,2610,2629,2902
623,0,620,260,682,1146,1402,1543,1585,1661
624,0,616,144,333,1773,1892,2077,2080,2271
625,0,626,276,586,692,1134,1276,1396,1423
626,0,629,104,299,680,714,952,956,970
627,0,622,606,1441,1592,1705,1978,2091,2189
628,0,628,234,774,968,1169,1234,1504,1601
629,0,634,163,343,683,719,1051,1126,1216
630,0,632,347,515,719,1074,1246,1388,1423
631,0,635,191,341,504,702,939,1188,1334
632,0,630,308,736,1308,1418,1585,1602,1716
633,0,627,515,773,1153,1490,1908,2002,2141
634,0,640,168,303,469,547,682,685,691
635,0,631,466,1206,1289,1480,1863,1866,2044
636,0,639,369,583,764,868,1168,1277,1429
637,0,637,497,1052,1265,1356,1660,1708,1780
638,0,636,154,535,1673,1699,1931,1957,2115
639,0,638,197,305,906,1040,1329,1400,1641
640,0,633,183,1329,1886,2047,2101,2130,2647
641,0,641,465,822,999,1095,1229,1324,1409
642,0,645,134,310,766,897,928,1009,1177
643,0,642,149,245,523,585,670,709,1359
644,0,646,100,393,657,831,931,1084,1163
645,0,647,374,548,675,999,1032,1233,1330
646,0,650,111,174,544,736,843,1025,1123
647,0,652,93,150,523,624,750,812,914
648,0,649,513,868,1062,1100,1138,1164,1411
649,0,653,228,899,1127,1180,1222,1225,1428
650,0,654,100,409,741,979,1188,1207,1291
651,0,651,357,1162,1329,1449,1675,1686,1794
652,0,655,122,166,873,1001,1373,1393,1536
653,0,643,211,1240,2228,2360,2618,2637,3188
654,0,658,149,184,408,496,675,830,887
655,0,648,341,753,1731,1771,1889,2065,2261
656,0,644,570,2442,2649,2710,2807,2831,3051
657,0,656,161,1013,1321,1610,1800,1811,1999
658,0,665,134,234,320,523,648,658,691
659,0,661,144,258,409,517,642,1129,1221
660,0,663,338,428,686,841,894,944,957
661,0,660,205,757,1011,1166,1232,1567,1578
662,0,659,209,1244,1407,1460,1583,1588,1681
663,0,667,157,262,698,855,968,1011,1017
664,0,664,210,468,890,921,1043,1164,1288
665,0,668,164,867,1084,1288,1324,1347,1481
666,0,662,187,1219,1524,1571,1604,1624,1904
667,0,657,198,1921,2046,2078,2220,2221,2662
668,0,666,284,650,1339,1396,1515,1608,2003
669,0,676,340,530,611,737,845,928,949
670,0,671,169,752,1016,1192,1283,1318,1333
671,0,673,320,511,729,1057,1215,1242,1317
672,0,670,222,442,994,1102,1368,1696,1978
673,0,674,350,668,1347,1430,1452,1544,1587
674,0,677,197,366,652,738,805,933,1185
675,0,683,104,207,300,457,508,577,579
676,0,675,329,1254,1418,1643,1710,1804,1924
677,0,679,138,202,423,576,703,897,1114
678,0,672,280,657,1044,1249,1386,1732,2133
679,0,669,275,730,1258,1635,1823,1878,2505
680,0,678,216,450,912,1040,1177,1209,1237
681,0,684,158,386,572,659,798,824,963
682,0,681,138,263,390,453,610,788,1228
683,0,682,354,713,1285,1558,1601,1623,1629
684,0,680,534,999,1206,1375,1588,1624,1925
685,0,688,163,270,424,637,774,944,1009
686,0,685,223,292,501,769,964,969,1255
687,0,687,221,595,860,919,1033,1078,1231
688,0,691,149,336,479,649,814,841,1001
689,0,689,292,467,564,736,817,884,1018
690,0,686,223,331,929,1244,1329,1534,1537
691,0,694,225,284,570,619,788,805,1048
692,0,692,190,497,1086,1258,1400,1436,1449
693,0,693,305,645,898,1146,1319,1324,1542
694,0,697,216,607,775,1030,1145,1149,1187
695,0,690,133,1507,1702,1828,1867,1870,1995
696,0,696,784,839,917,1080,1158,1283,1330
697,0,703,175,274,537,587,633,725,817
698,0,695,254,313,1138,1291,1462,1502,1549
699,0,699,217,347,719,967,1096,1157,1418
700,0,702,156,404,525,823,943,956,1353
701,0,700,434,986,1131,1459,1476,1506,1520
702,0,701,432,929,1021,1107,1441,1505,1542
703,0,698,345,442,707,821,900,1127,1796
704,0,706,305,458,621,687,814,836,864
705,0,705,179,591,992,1077,1118,1145,1150
706,0,709,561,672,897,946,1134,1145,1165
707,0,711,288,468,722,936,1027,1092,1160
708,0,716,157,194,422,600,668,818,879
709,0,714,235,334,541,586,687,701,968
710,0,708,194,626,993,1255,1470,1621,1738
711,0,710,353,968,1308,1347,1507,1532,1570
712,0,712,228,336,959,1187,1394,1492,1530
713,0,704,388,1188,1267,1783,1898,2102,2284
714,0,713,240,632,939,1111,1314,1338,1502
715,0,707,228,1717,1989,2012,2074,2086,2223
716,0,718,184,358,614,777,971,988,1041
717,0,717,369,509,1227,1377,1419,1421,1710
718,0,723,319,532,675,785,836,965,978
719,0,721,227,551,760,902,973,1049,1254
720,0,724,142,659,812,933,952,1062,1063
721,0,719,173,328,676,1011,1160,1477,1547
722,0,715,508,1813,1946,2103,2122,2134,2299
723,0,725,100,170,410,651,1161,1179,1222
724,0,722,281,452,863,1226,1358,1399,1572
725,0,720,348,728,1337,1460,1508,1644,1854
726,0,727,130,873,944,1036,1135,1180,1182
727,0,726,377,756,1336,1423,1491,1715,1738
728,0,728,155,700,1125,1190,1393,1436,1457
729,0,732,155,305,806,859,938,1023,1050
730,0,729,410,634,839,1155,1183,1328,1509
731,0,734,117,495,811,906,956,1116,1122
732,0,731,171,316,394,683,855,876,1155
733,0,730,228,873,1105,1194,1292,1513,1526
734,0,739,138,186,246,349,413,448,900
735,0,737,128,521,803,906,1084,1161,1461
736,0,736,167,529,1173,1286,1300,1333,1593
737,0,744,173,333,509,525,610,716,799
738,0,741,233,591,707,958,999,1046,1063
739,0,733,343,941,1373,1647,2040,2071,2145
740,0,738,324,566,968,989,1072,1073,1436
741,0,743,264,350,526,565,767,924,955
742,0,742,570,678,1067,1157,1380,1479,1493
743,0,745,213,741,1004,1094,1164,1214,1275
744,0,748,250,473,675,715,847,926,972
745,0,754,132,185,281,300,408,409,432
746,0,746,182,326,841,917,1198,1348,1385
747,0,747,285,764,915,977,1166,1197,1403
748,0,740,185,1864,1970,2079,2141,2153,2174
749,0,749,132,165,747,828,842,1151,1181
750,0,752,226,425,682,885,944,957,1106
751,0,751,315,364,819,980,1094,1096,1286
752,0,735,187,2243,2508,2587,2704,2710,3011
753,0,750,125,316,739,922,1003,1262,1581
754,0,756,166,385,592,650,734,888,889
755,0,755,240,352,829,945,1068,1162,1207
756,0,759,261,340,593,681,766,800,836
757,0,758,109,188,561,615,729,748,966
758,0,761,136,198,305,446,533,855,861
759,0,753,233,866,1100,1644,1862,1920,1987
760,0,757,250,830,1254,1290,1420,1431,1605
761,0,764,260,711,930,980,988,997,1009
762,0,768,157,273,326,479,583,823,846
763,0,765,172,196,364,484,929,1145,1213
764,0,760,536,1091,1213,1438,1589,1622,1804
765,0,762,437,1271,1558,1719,1827,1887,1936
766,0,772,142,340,431,653,845,854,912
767,0,770,463,645,964,1024,1075,1151,1162
768,0,767,147,524,1070,1163,1290,1297,1699
769,0,766,218,930,1570,1768,1817,1845,1899
770,0,763,190,708,1939,2130,2247,2362,2409
771,0,771,219,604,910,1138,1314,1332,1488
772,0,775,169,250,291,538,878,1028,1100
773,0,774,201,592,834,895,1225,1230,1283
774,0,782,106,171,289,361,400,456,457
775,0,777,208,337,640,665,852,855,862
776,0,778,123,213,551,733,847,859,932
777,0,776,766,1022,1327,1383,1500,1536,1569
778,0,780,146,177,468,565,765,1092,1120
779,0,773,307,1623,1872,2011,2072,2079,2134
780,0,783,198,258,582,877,988,1001,1002
781,0,785,164,246,463,575,726,761,852
782,0,779,125,651,952,1109,1259,1353,1382
783,0,784,148,234,455,638,765,820,960
784,0,781,177,295,508,824,1172,1294,1299
785,0,769,175,1972,2163,2213,2481,3000,3025
786,0,786,192,555,748,936,981,1117,1183
787,0,790,200,304,726,780,802,844,905
788,0,793,224,343,482,675,720,850,858
789,0,788,212,492,834,1033,1057,1174,1569
790,0,795,159,203,302,565,639,641,880
791,0,791,125,353,711,944,1074,1098,1116
792,0,794,178,225,499,629,778,813,1001
793,0,789,140,686,977,1054,1253,1297,1471
794,0,792,134,398,744,929,1125,1334,1378
795,0,787,997,1176,1647,1831,1852,1927,1988
796,0,796,154,541,634,669,1043,1141,1414
797,0,800,172,303,442,494,671,694,747
798,0,797,182,481,971,1177,1223,1258,1294
799,0,798,118,375,768,856,1104,1142,1290
800,0,801,246,565,770,805,1039,1112,1338
801,0,799,224,598,819,1184,1455,1538,1565
802,0,806,172,261,573,628,955,1015,1047
803,0,807,221,388,591,749,925,1091,1117
804,0,810,138,357,537,723,827,858,1032
805,0,803,364,964,1210,1321,1359,1457,1600
806,0,805,348,705,1242,1403,1443,1520,1690
807,0,809,116,255,565,803,1062,1139,1356
808,0,802,117,625,1852,2101,2353,2473,2500
809,0,811,225,845,1282,1433,1625,1684,1778
810,0,808,575,1006,1333,1587,1618,2001,2090
811,0,804,187,944,2549,2711,2790,2819,3004
